Step,AgentID,x,y,Agent type,Issuetree
0,20,4,0,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0.0, 0], [0.7937626100359249, 0.7597917556992623, 0.851], [0.9711480237613496, 0.9646990983825898, 0.149], [0.9970433007223067, 1.0, 0.015], [0.7250168133812331, 0.6333862898938493, 0.468], [1.0, 0.9864112846223554, 0.037], [0.996637833976807, 0.9972489080559255, 0.003], [0.8909109603462846, 0.9840998222449558, 0.476], [0], [0], [0.35], [0.75], [0.35], [0.20103624580679727], [0.07807819359197558], [0.32835672691228895], [0.15], [0.55], [0.36712335783242706], [0.36712335783242706]]"
0,21,9,9,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0.0, 0], [0.7937626100359249, 0.7597682095828145, 0.851], [0.9711480237613496, 0.96469892671158, 0.149], [0.9970433007223067, 1.0, 0.015], [0.7250168133812331, 0.6361702054340234, 0.441], [1.0, 0.9862023234747311, 0.034], [0.996637833976807, 1.0, 0.017], [0.8909109603462846, 0.9903559551447425, 0.494], [0], [0], [0.35], [0.75], [0.35], [0.20103624580679727], [0.07807819359197558], [0.32835672691228895], [0.15], [0.55], [0.36665644859183166], [0.36665644859183166]]"
0,22,4,8,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.7597924671242231, 0.851], [0.9711480237613496, 0.9646990781515223, 0.149], [0.9970433007223067, 1, 0.015], [0.7250168133812331, 0.6314946805424243, 0.478], [1.0, 0.9903992273860728, 0.022], [0.996637833976807, 0.9965804930065614, 0.0], [0.8909109603462846, 0.9856556712168328, 0.484], [0], [0], [0.35], [0.75], [0.35], [0.21711379147034934], [0.08548942066279337], [0.33579439252617066], [0.15], [0.55], [0.37642223080491855], [0.37642223080491855]]"
0,23,6,1,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.7597492742975926, 0.849], [0.9711480237613496, 0.964579593435158, 0.151], [0.9970433007223067, 1, 0.014], [0.7250168133812331, 0.6250204606881584, 0.473], [1.0, 0.990000291066653, 0.019], [0.996637833976807, 0.9985717968418811, 0.009], [0.8909109603462846, 0.9933025687848319, 0.485], [0], [0], [0.35], [0.75], [0.35], [0.21711379147034934], [0.08548942066279337], [0.33579439252617066], [0.15], [0.55], [0.3762964986323811], [0.3762964986323811]]"
0,24,0,0,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.7597922598978107, 0.849], [0.9711480237613496, 0.9645797150424861, 0.151], [0.9970433007223067, 1, 0.015], [0.7250168133812331, 0.6345041851193702, 0.456], [1.0, 0.9905071416893328, 0.009], [0.996637833976807, 0.9928404193716567, 0.019], [0.8909109603462846, 0.9904424914334171, 0.501], [0], [0], [0.35], [0.75], [0.35], [0.2176053446613151], [0.08548942066279337], [0.33579439252617066], [0.15], [0.55], [0.3779004041815296], [0.3779004041815296]]"
0,25,5,2,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.7597405665125555, 0.847], [0.9711480237613496, 0.9644966136539087, 0.153], [0.9970433007223067, 1, 0.015], [0.7250168133812331, 0.6348985595678097, 0.467], [1.0, 0.990675956190541, 0.016], [0.996637833976807, 1, 0.017], [0.8909109603462846, 0.9843563464953349, 0.484], [0], [0], [0.35], [0.75], [0.35], [0.21711379147034934], [0.08548942066279337], [0.33579439252617066], [0.15], [0.55], [0.3777607283192045], [0.3777607283192045]]"
0,26,7,4,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.7597472458515017, 0.852], [0.9711480237613496, 0.9647215558661593, 0.148], [0.9970433007223067, 1, 0.014], [0.7250168133812331, 0.6256538909092201, 0.479], [1.0, 0.9905975726403611, 0.012], [0.996637833976807, 1, 0.016], [0.8909109603462846, 0.9901954417068419, 0.479], [0], [0], [0.35], [0.75], [0.35], [0.21757403205283485], [0.08548942066279337], [0.33579439252617066], [0.15], [0.55], [0.3764328586970287], [0.3764328586970287]]"
0,27,9,8,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.759748394427032, 0.852], [0.9711480237613496, 0.9647299704344869, 0.148], [0.9970433007223067, 1, 0.015], [0.7250168133812331, 0.6337407758381033, 0.455], [1.0, 0.990618463581016, 0.012], [0.996637833976807, 1, 0.017], [0.8909109603462846, 0.9914957446552526, 0.501], [0], [0], [0.35], [0.75], [0.35], [0.21711379147034934], [0.08548942066279337], [0.33579439252617066], [0.15], [0.55], [0.37640318863442324], [0.37640318863442324]]"
0,28,3,3,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.7597737837111281, 0.851], [0.9711480237613496, 0.9646937900461259, 0.149], [0.9970433007223067, 1, 0.015], [0.7250168133812331, 0.6370017192002669, 0.445], [1.0, 0.9902721517943412, 0.046], [0.996637833976807, 1, 0.017], [0.8909109603462846, 0.9855169859682941, 0.478], [0], [0], [0.35], [0.75], [0.35], [0.21711379147034934], [0.0867912900129882], [0.33579439252617066], [0.15], [0.55], [0.3776864207157129], [0.3776864207157129]]"
0,29,9,1,<class 'model_PE_agents.ActiveAgent'>,"[[0, 0, 0], [0.7937626100359249, 0.7597764165530261, 0.849], [0.9711480237613496, 0.9645845738663518, 0.151], [0.9970433007223067, 0.9905708038680135, 0.034], [0.7250168133812331, 0.6333288041882301, 0.481], [1.0, 0.990618463581016, 0.013], [0.996637833976807, 0.9972221451271602, 0.003], [0.8909109603462846, 0.9803454734635851, 0.469], [0], [0], [0.35], [0.75], [0.35], [0.21711379147034934], [0.08548942066279337], [0.33579439252617066], [0.15], [0.55], [0.3764516288861606], [0.3764516288861606]]"
0,100,9,2,<class 'model_PE_agents.ElectorateAgent'>,
0,101,3,8,<class 'model_PE_agents.ElectorateAgent'>,
0,50,7,1,<class 'model_PE_agents.TruthAgent'>,
0,1001,8,8,<class 'model_PE_agents.Coalition'>,"[[None, None, None], [None, None, None], [None, None, None], [None, None, None], [None, None, None], [None, None, None], [None, None, None], [None, None, None], [None], [None], [None], [None], [None], [None], [None], [None], [None], [None], [None], [None]]"
