,step,electricity price,demand,supply_solar,supply_wind,supply_CCGT,supply_hydro,supply_hydrop,supply_nuclear,supply_waste,supply_ror,supply_LTC,supply_NTC,supply_NTC_FR,supply_NTC_DE,supply_NTC_IT,reservoir_capacity_total_water,reservoir_level,reservoir_level_waste,supply_solar_max,supply_wind_max,supply_CCGT_max,supply_hydro_max,supply_hydrop_max,supply_waste_max,supply_runofriver_max,blackout,demand_met,demand_hydrop,demand_NTC,demand_NTC_FR,demand_NTC_DE,demand_NTC_IT,solar_subsidies,wind_subsidies,hurdle_rate,domestic_tax,import_tax
54,39420,33.880083107066255,6680.376712328767,431.36720948077897,11.328036596975357,68.21091910041582,2386.0320674144914,2432.6805781410844,325.74657534246575,0.0,3179.965197611685,88.06644913231392,2168.9399939086784,1244.602280570199,750.0763665663193,174.26134677215754,8799998,6045345.689521944,212520.10283382007,2386.986301369863,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,11092.337026728888,998.2238051499787,3413.736509250156,222.61326547285944,2149.8219176871225,1041.3013260901587,0.04,0.04,0.1,0,10
55,40150,34.408149709399076,6404.693150684931,542.0044264752852,11.464957010882172,299.1603062224712,2764.216871800231,2215.5581203233605,298.458904109589,0.0,2872.041472200228,381.5291061657809,2060.9228230678905,1041.5489079484544,1016.4593000868948,2.914615032539878,8799998,5854984.862083065,231936.76950049086,2516.5205479452056,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,11445.356987375788,1095.715815377947,3944.9480213128527,357.0836839054434,1806.5862671748685,1781.2780702325433,0.04,0.04,0.1,0,10
56,40880,45.03169819002198,6352.386301369863,621.7702786539458,10.372410303780823,68.13536885791981,2422.27395576989,2278.741335527638,1242.191593318664,0.0,2575.8711080865132,17.160548361649468,1867.167537217275,979.4076178964108,876.160389470599,11.599529850264805,8799998,6036805.632891558,244381.75246033497,2646.054794520548,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,11103.684136097256,1171.08514759925,3580.2126871281707,417.2947586858334,2460.938494722844,701.9794337194841,0.04,0.04,0.1,0,10
57,41610,44.13363780000001,6632.578082191781,465.2547740340858,10.69938571735891,509.2521351093031,1877.5730487115104,2066.9045029693934,1130.7328767123288,3.578082191780822,2346.074692204779,1319.1206810147135,1748.8232089614721,768.9122320788321,967.0824191020303,12.828557780609898,8799998,5652698.265377485,244505.16078902013,2741.72602739726,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,11478.013387626705,1254.5764379364496,3590.858867498503,517.2402960735847,1707.6849658275219,1365.9336055973863,0.04,0.04,0.1,0,10
58,42340,52.32018423093311,6962.2,297.1570793145071,21.07983889086028,483.041095890411,2692.9032843662976,2177.2999447903744,1245.0,62.76326686413731,1676.9796107981651,1846.608852753365,1825.6639415886007,892.4579538687693,894.2722619256499,38.93372579417947,8799998,4603225.60619437,231161.20083710214,2865.5616438356165,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,12328.496915256732,1150.018358419042,4216.278556837665,547.6079846795413,975.9518993523709,2692.71867280577,0.04,0.04,0.1,0,10
59,43070,61.032505896891074,7547.660273972603,161.34567722430756,25.360208040920547,473.9178082191781,1810.7702115597879,1904.8010442892858,1245.0,43.74473700177019,1557.6912080224351,1826.4410342043668,2510.1198235788793,1181.3329646188965,1204.7949272246847,123.99193173529515,8799998,3740817.862029381,206224.81788423983,2957.3972602739727,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,11559.191752140961,1172.881161512046,2975.005111176821,428.7330607157009,364.5169188924491,2181.7551315686715,0.04,0.04,0.1,0,10
60,43800,63.180156100000005,7697.852054794521,169.35201294091047,14.019499286432874,540.0,1674.7601866732782,1819.1961689398688,526.9931506849315,65.85989298449685,1437.1905714537872,1808.729163362014,3270.906608150057,1511.456239827778,1359.3075990467644,400.1427692755127,8799998,3027181.2944952506,184843.13194548117,2994.0,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,11327.00725447579,1380.7110771462303,2248.4441225350192,296.6414234501837,325.27576636962027,1626.5269327152173,0.04,0.04,0.1,0,10
61,44530,93.49230417800001,8253.730136986302,51.76155302328939,17.013635128054815,540.0,2368.1678813387407,2304.132377074338,1130.7328767123288,91.42277045148793,1319.307293749012,1826.1082191780822,2604.7588927832257,916.8852274893469,1487.1928671910232,200.6807981028595,8799998,1931397.5147905813,156910.03638674883,2994.0,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,12253.405499438553,1075.1441362797316,2924.5312261725408,505.4829936942118,519.1285833446898,1899.9196491336374,0.04,0.04,0.1,0,10
62,45260,65.93161,7764.212328767123,224.93711756798254,25.935290764536987,523.4794520547945,177.41839762011077,1121.6559989729146,1245.0,9.843957508870414,1091.3990911206872,1814.176712328767,4248.814658042529,2357.395342781711,1522.1257579214712,369.2935573393448,8799998,1441848.3076668112,130886.30401348161,2994.0,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,10482.660675981193,1825.4745240811192,892.9738231329505,12.758661095778834,123.92591932665651,756.289242710515,0.04,0.04,0.1,0,10
63,45990,41.43134410706814,7109.03698630137,409.4543760002861,20.55303903237257,468.4026596777952,0.0,1326.6024521114323,1130.7328767123288,0.0,1116.5334777600676,1735.7724709785193,4193.094610821963,2671.024190586642,1338.316011921926,183.75440831342868,8799998,2507981.840237128,149676.1508288109,2994.0,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,10401.145963094792,1737.3661632121996,1554.7428135812247,14.335413449248026,323.5031582637566,1216.9042418682195,0.04,0.04,0.1,0,10
64,46720,39.111807417731384,6357.535616438357,535.8202860979217,16.148268182893148,484.1556536854307,0.0,1798.1549621870367,1240.5450481245093,0.0,1690.8260337425122,1680.7712635674886,3044.522922937155,1974.687928207857,1038.18058452661,31.65441020268633,8799998,3330586.835298564,169092.81749548452,3013.2876712328766,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,10490.94443852493,1401.6566716337525,2731.7521504528418,132.07384900965968,676.1300833777052,1923.5482180654735,0.04,0.04,0.1,0,10
65,47450,39.60204142433214,6409.639726027397,639.7931153824741,13.52951820604932,444.9249068651505,86.11258177107752,2008.537188485466,1130.7328767123288,0.0,2237.4748450083293,1232.0780467859108,2158.477969451847,1435.9729827999306,693.8236875569027,28.68129909501204,8799998,4523179.376390344,188509.4841621576,3034.0,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,9951.661048668615,1156.9757652523942,2385.045557388843,184.95871562722385,958.6472943276143,1241.439547434003,0.04,0.04,0.1,0,10
66,48180,33.73814723549855,6429.460273972602,695.4526954250817,13.330099197819187,343.26240748942797,2676.7072752650047,2244.7658115706886,121.08904109589041,0.0,2840.0794343866137,561.1041620819469,1693.5806948563604,1144.5223152828305,535.1567727050691,13.901606868459965,8799998,5713979.2177631715,207926.15082882874,3059.6438356164385,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,11189.371621368848,886.1246412890413,3873.7867061071915,334.7390020480176,1811.1595724649478,1727.8881315942235,0.04,0.04,0.1,0,10
67,48910,39.5811061857568,6199.8410958904105,674.9624069382467,16.893080677117798,501.4614883715324,2956.369566903149,2254.635713179718,503.1164383561644,0.0,3144.6878281789054,1211.2030823026682,1224.2077349256476,845.2939342558308,377.0386025539266,1.875198115887318,8799998,5652389.298624223,227342.8174954997,3160.4657534246576,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,12487.537339833136,983.5095830823428,5304.186660860401,606.3059078321982,2841.5426362383723,1856.338116789804,0.04,0.04,0.1,0,10
68,49640,40.115105650550426,6279.210958904109,572.6297036111271,13.283767337457533,316.16334899114526,2543.8762237517435,2224.4356732435895,1237.763659925792,0.0,2766.617500773962,448.54429982249746,1536.5741918231747,1088.2273128197585,448.34687900341623,0.0,8799998,5768774.147172848,243137.25672654653,3258.0,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,11659.888369280561,1118.8222468867643,4261.8551634896185,468.7344495094608,2706.263692302332,1086.8570216778169,0.04,0.04,0.1,0,10
69,50370,45.79011199622096,6567.520547945205,460.82174501483775,16.09248752803287,519.2494144186458,2086.5553760056746,2148.179875482118,1245.0,0.0,2281.230925966515,1663.1719080345802,1511.7436211309214,918.206202845143,593.5374182857767,0.0,8799998,5384500.616435534,244608.0,3379.5342465753424,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,11932.045353581312,1292.5885851156434,4071.936220520485,523.934314756981,2456.6395086617413,1091.3623971017485,0.04,0.04,0.1,0,10
70,51100,53.38547094638317,6632.943835616438,384.3212384223896,18.047492417512316,540.0,1987.8019160388458,2184.3981015899753,1016.4657534246576,49.573306352953104,1923.266150001489,1895.8113246117712,1562.866330579483,696.6340146471653,831.645050327027,34.58726560528914,8799998,4583739.781083119,236865.58392076386,3512.1369863013697,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,11562.551613439078,1283.7066736437866,3645.9011041788376,610.2597981679057,1214.722311039101,1820.918994971844,0.04,0.04,0.1,0,10
71,51830,82.84263780000002,7613.816438356164,160.90788677112135,23.727483649775344,505.2328767123288,2364.423331391038,2179.0512847947934,1245.0,79.79697098016675,1137.89611953285,1811.9054794520548,2030.9624187350971,809.8909770423271,977.5386172473097,243.53282444546122,8799998,3397591.2062550485,203596.74399443032,3608.1369863013697,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,11538.903852019224,1175.652889510171,2749.434524152893,516.3425577013461,903.5399347768018,1329.5520316747393,0.04,0.04,0.1,0,10
72,52560,92.19375025267938,7617.5,74.7987035030565,28.820995345008207,508.6849315068493,2692.0260462247297,2388.2135475696705,119.38356164383562,113.54406937611995,1368.7962714130513,1920.0,2831.177410864773,1977.9325841440295,798.3742627828689,54.8705639378723,8799998,1327465.5929927742,143300.51219452696,3729.780821917808,60.0,540.0,8746.0,3763.0,364.0,3432.343634776122,0.0,12046.859513154786,1208.7954486863978,3220.5640644683795,147.75897455794367,33.08684585942774,3039.7182440510187,0.04,0.04,0.1,0,10
73,53290,48.2318068734264,8134.716438356164,81.18566442464487,14.983390663287652,515.4594688038325,65.46934602280805,743.7153294289728,1245.0,4.126027397260274,1814.631771696494,1755.1616706076388,4591.830222063865,3029.2528918491357,685.8267582899242,876.7505719248613,8799998,1547153.7967976704,127677.5840017579,3794.0,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,10831.562891108844,2151.8313666925237,545.0150860601607,10.45996667171414,41.42257822206909,493.13254116637785,0.04,0.04,0.1,0,0
74,54020,49.61000000000001,8119.193150684931,107.0906324582319,12.393242960087662,422.476715038706,0.0,1124.1749426988363,1245.0,0.0,2119.649649662948,1230.5555458118276,4296.950709558368,2543.355437899904,1201.3008149624964,552.2944566959982,8799998,2631384.3467285833,145355.0835451438,3794.0,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,10558.291438189015,1418.6035392622325,1020.4947482418592,35.56831107274226,5.750431392930143,979.1760057761868,0.04,0.04,0.1,0,0
75,54750,36.20749000000001,7518.880821917808,286.983599160049,16.377644980306854,436.7832439770884,0.0,1687.9511078416156,1130.7328767123288,0.0,1531.0645048131528,1021.3569727050237,4212.007111924584,2538.149225123586,1255.2364062235927,418.6214805774189,8799998,3173638.494451904,164771.7502118174,3794.0,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,10323.257062114151,1371.3981265602729,1432.9781136360782,36.49582901579583,82.27971996323,1314.2025646570526,0.04,0.04,0.1,0,0
76,55480,32.066576360282035,6702.8328767123285,660.4182246627588,19.57069643826849,154.71955527025898,0.0,1778.554593929767,1245.0,0.0,1302.9073040310561,285.4107277888305,4445.2503619598165,2655.4278153302494,1444.1248790192194,345.6976676103952,8799998,3950982.2401818894,184188.4168784908,3794.0,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,9891.831464080797,1488.960248570253,1700.038338798206,67.85037206690664,505.1762540608377,1127.011712670467,0.04,0.04,0.1,0,0
77,56210,26.869815366366534,6530.609589041096,640.6686659805176,19.169619820821943,149.61476006845172,57.988406781141755,2004.4343857414315,1040.4706696442775,0.0,1655.7181859225236,378.7401060955585,3688.6006272669556,2120.8668376557393,1374.9308275576607,192.80296205356765,8799998,5025962.866040294,203605.08354516223,3817.780821917808,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,9635.405427321673,1241.450574707067,1863.3452635735262,112.12272492720334,1277.2211661790095,474.0013724673051,0.04,0.04,0.1,0,0
78,56940,32.75836192681037,6569.768493150685,852.0404525893463,13.866391272624663,70.36984243201384,2299.209708706724,2284.4416193046086,0.0,0.0,1939.039433518586,73.19663529477427,2915.4911009447974,1357.0326168844354,1333.6949327141144,224.76355134624902,8799998,6007670.070593087,223021.75021183316,3834.0,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,10447.65518406344,985.0658234894046,2892.820867423378,219.96329581249654,1767.59192781323,905.2656437976509,0.04,0.04,0.1,0,0
79,57670,34.529,6435.6506849315065,863.5230349721576,18.03483766725479,93.2016946032503,2958.03415627514,2239.608431600118,707.7739726027397,0.0,1916.125285589559,95.78836624061047,2495.7532986006368,1314.7187634982304,1175.0857435907358,5.9487915116712315,8799998,6052302.189321203,240974.27387785807,3864.1369863013697,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,11387.843078151469,993.5667370459026,3958.6256561740606,404.06384419502444,1750.2506131302293,1804.3111988488158,0.04,0.04,0.1,0,0
80,58400,33.72151,6434.946575342466,912.9939108441015,12.779662546410956,48.29609023838792,2092.4530093295284,2085.473977656868,1239.0381511938378,0.0,1885.7495181783186,1.1952533407812813,2217.041180731636,1167.0310017607646,1023.7019591904669,26.30821978040224,8799998,6192444.475643708,244608.0,3940.6301369863013,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,10495.020754059877,1079.2065340217443,2980.8676446956556,303.64491222363995,1966.5153912997744,710.7073411722357,0.04,0.04,0.1,0,0
81,59130,41.78900000000001,6755.280821917808,669.0828068876043,19.854244551309588,339.06943225755964,2426.411068968305,2260.0399811502466,1245.0,0.8602739726027397,2172.808849761902,537.2430704035513,2031.779536868783,734.9219656999466,1262.1729454032045,34.6846257656348,8799998,5867105.675753894,244601.67659348226,4026.986301369863,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,11702.149264821841,1236.2178191772196,3710.6506237268422,542.8955821781423,1816.8937850858943,1350.8612564627988,0.04,0.04,0.1,0,0
82,59860,38.47393,6975.953424657534,424.6600426057454,18.516719111704138,520.0532528430648,2886.234857972321,2348.8163006066675,1130.7328767123288,50.17125554384858,1903.2645974630127,1869.6831755046583,1580.6898667328203,656.0892067999314,878.4315860182134,46.16907391467411,8799998,4947704.6296067145,237956.81623658302,4198.3835616438355,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,12732.82294509616,1200.5634901680958,4556.306030270535,619.17197972243,1083.1567626276467,2853.9772879204666,0.04,0.04,0.1,0,0
83,60590,63.83090658438096,7474.45205479452,360.25222618512845,30.855049100284937,540.0,1753.1392058517526,2041.180877636862,1059.1027397260275,60.90495569956954,2320.9707017885316,1828.7903586623231,1946.1110548579773,1244.5082965427628,432.8062071294615,268.79655118574476,8799998,3791780.9040377205,209450.06453019526,4286.054794520548,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,11941.307169508485,1300.4303178184193,3254.2837010050653,564.5346056047531,427.86262651122104,2261.886468889119,0.04,0.04,0.1,0,0
84,61320,66.78119142017522,7362.713698630137,317.1111256319122,25.44350427688767,506.958904109589,1469.0839143626654,1780.4449038928642,0.0,56.016001374975076,1809.7384942969416,1917.412001851963,2959.016696200207,1732.1675303982938,329.5085693493143,897.3405964525937,8799998,2857103.6571156206,179531.2439463822,4381.6164383561645,60.0,540.0,8746.0,3763.0,364.0,3426.1429460247423,0.0,10841.225545998006,1451.4200446829414,2027.0918026849179,275.35385000071034,322.0680759884418,1429.669876695769,0.04,0.04,0.1,0,0
85,62050,91.12422000000001,8182.127397260274,138.59288963184733,25.833489995035634,506.958904109589,2695.362967209242,2373.2510389164795,1147.7876712328766,96.6171158446553,1339.7129207634707,1841.0958904109589,2107.75305675123,1164.7288173160823,374.2401191301529,568.7841203049855,8799998,1740926.1468216802,156153.2002107278,4498.767123287671,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,12272.965944865397,980.99084653143,3109.847701073683,439.06118410473687,695.688882827572,1975.0976341413752,0.04,0.04,0.1,0,0
86,62780,63.96027000000001,7929.439726027397,243.99276085590202,28.69697153537534,506.958904109589,177.58613437800642,1074.6018034845745,1245.0,8.907396680083082,1244.5789828862623,1576.6477374310216,4863.960695730435,2884.8081224754355,1119.8800515453179,859.2725217097235,8799998,1156914.5435289987,127832.78169038313,4569.561643835616,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,10970.931387091276,2066.440842111198,975.0508189526803,21.945285096826975,135.93589433421698,817.1696395216367,0.04,0.04,0.1,0,0
87,63510,40.48410361276733,7698.223287671233,522.8534335270826,24.283372747232853,496.90308195666086,0.0,1360.958601721277,1245.0,0.0,1124.2838957249332,1570.232221010814,4057.7824691686765,1750.8186187144327,1796.661488444408,510.302362009814,8799998,2204248.2014150447,146594.38406164845,4594.0,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,10402.29707585667,1690.5059071549115,1013.5678810305125,28.932931334847147,193.33996739858884,791.2949822970752,0.04,0.04,0.1,0,0
88,64240,34.39651,7027.064383561644,691.473113867932,19.886926295671238,474.27174780720844,0.0,1729.395598041626,1129.5318595933009,0.0,1922.971714956517,1441.8460549221124,3118.273391314486,1780.292527053707,1223.2447489425356,114.7361153182505,8799998,3021263.628148753,166011.05072832204,4594.0,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,10527.650406798837,1417.6126413182735,2082.9733819189355,154.10130539597992,470.0450353525249,1458.8270411704307,0.04,0.04,0.1,0,0
89,64970,39.608526459116376,6669.390410958904,871.134173322564,16.1378591173589,404.3677909561072,114.26598630061814,2209.7716543693546,1130.7328767123288,0.0,2540.2789383005857,1117.7638371759244,2385.617745093701,1619.2869915073636,695.6473210873161,70.68343249901812,8799998,4197105.558613625,185427.71739499533,4594.0,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,10790.070861348535,1192.960738945106,2927.719711444528,216.7575979447695,1591.7384354672838,1119.2236780324706,0.04,0.04,0.1,0,0
90,65700,32.22831403651043,6680.376712328767,808.2570112811026,11.11280582093151,219.73974661010075,2268.2722328304953,2299.866243848947,1245.0,0.0,2677.575761125185,325.6569645741638,2200.942174963193,1151.3688427113798,1038.7386259180464,10.834706333764258,8799998,5557199.6384521555,204844.3840616667,4622.273972602739,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,12056.422941054127,1024.575444034321,4351.47078469102,391.4534306599407,2270.0053908214313,1690.0119632096544,0.04,0.04,0.1,0,0
91,66430,38.46980047710769,6404.693150684931,1002.1933882791946,12.490714095254791,423.4029549556603,2896.181250805114,2337.2818685426073,1242.8692998135848,0.0,2791.6184760716583,881.3415583467715,1441.7172548905621,623.0100538151144,799.165482012471,19.54171906297557,8799998,5542135.606676009,224261.05072833758,4634.0,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,13029.096765800441,1085.4866026343968,5538.917012481074,544.1520321076833,3179.838570617375,1814.9264097560165,0.04,0.04,0.1,0,0
92,67160,39.928805523408606,6352.386301369863,1084.6208941981845,11.68414350677261,244.35482192353086,2271.615201547607,2206.239299165791,1124.0543168459233,0.0,2609.8850639398297,374.713913691634,1990.9729388388932,1032.9940807467106,957.978858092181,0.0,8799998,5590336.371122334,241692.90092899633,4634.0,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,11918.140593658209,1238.010170491044,4327.744121797263,475.8740459921246,2765.0342806563613,1086.8357951487758,0.04,0.04,0.1,0,0
93,67890,44.842479493695215,6632.578082191781,842.425316937948,11.091686565369864,459.64963996951366,2052.0929398144604,2146.258671713657,1050.5753424657535,0.4986301369863014,2169.3596131668105,1326.9536143120306,1805.4745472202549,945.5761084593674,851.0392442203794,8.859194540507987,8799998,5293107.777828653,244604.33484080818,4671.808219178082,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,11864.380002302778,1252.2035251189502,3979.5983949920565,483.98032009260186,2438.323295567228,1057.294779332226,0.04,0.04,0.1,0,0
94,68620,50.226,6962.2,483.841158991081,21.067055354936997,523.4794520547945,2167.716425562762,2143.19933314205,1221.123287671233,38.23274801585744,1803.0871703522866,1526.468447262931,1824.6779875439863,722.3658984984172,1069.7288653760454,32.58322366952066,8799998,4574244.412722138,239741.9098265308,4678.164383561644,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,11752.893065951912,1255.127027098447,3535.566038853464,615.3215199322112,1053.1307209999675,1867.1137979212897,0.04,0.04,0.1,0,0
95,69350,80.49800000000002,7547.660273972603,247.95018670927783,25.360208040920547,540.0,2386.8200071850783,2234.235227475531,854.445205479452,74.79970513561369,1576.9533324693018,1568.6356252328374,2162.6888268588655,907.057442583581,1116.344410299521,139.286973975759,8799998,3533650.4965926534,211453.79410497195,4714.0,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,11671.888324586891,1153.7811262713956,2970.4469243428725,485.29844185753495,1011.5603739533232,1473.5881085320098,0.04,0.04,0.1,0,0
96,70080,84.85280371343609,7697.852054794521,260.16617027407216,13.198826492427408,509.9178082191781,2552.0674832287627,2296.6086904842628,0.0,108.0243515632723,1137.4481446515588,1640.4123287671232,3842.4745415486223,2088.471559261306,1714.6964290879166,39.30655319940054,8799998,1576150.6690280589,156806.53841175936,4724.520547945205,60.0,540.0,8746.0,3763.0,364.0,3503.488677459267,0.0,12360.318345229285,1198.1285201175326,3449.365853057141,185.97629674160046,200.79341495739038,3062.5961413581617,0.04,0.04,0.1,0,0
97,70810,50.68204862376166,8253.730136986302,77.10604310939948,17.693063293884936,525.3154150161009,71.58583510905679,801.1064664918785,893.6712328767123,8.482954099332103,1303.9104279750757,1573.7501458815032,5706.600314028795,2989.2538331642595,1970.2142277790388,747.1322530855091,8799998,1886215.0652310068,139404.28423361498,4754.0,60.0,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,10979.221897881733,2054.8736569457305,670.6181039497126,11.208727362150693,32.46006329648709,626.9493132910748,0.04,0.04,0.1,0,0
98,71540,50.106100000000005,7764.212328767123,355.78492951703,24.694217382663023,426.66522962455025,0.0,1411.232144860091,1130.7328767123288,0.0,1062.9300341607789,1161.2619113575427,5152.655923933768,2805.072995748738,1772.9956147932603,574.5873133917684,8799998,3009225.252064956,157387.48211560142,4787.753424657534,60.0,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,10725.957267548743,1492.998893935529,1468.7460448460981,16.465299345095083,25.98536069417705,1426.2953848068257,0.04,0.04,0.1,0,0
99,72270,33.030030000000004,7109.03698630137,676.8957996300655,18.742364215736963,310.35694814206283,0.0,1559.8132495609502,1241.7022294619503,0.0,1215.00186466755,848.2723248085862,4322.706878884908,2551.7975431242867,1399.018448544346,371.8908872163081,8799998,3527567.634954804,176804.148782275,4834.0,60.0,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,10193.49165937182,1452.8785368810377,1631.5761361894274,30.58744076967135,171.62626175748736,1429.3624336622704,0.04,0.04,0.1,0,0
100,73000,27.761938464644864,6357.535616438357,875.0313849079027,15.631297994542463,107.09467901368352,0.0,1766.5465005533981,1245.0,0.0,1472.154138951214,252.20361834405912,4022.25444019745,2379.807591793058,1379.3712984791794,263.0755499252286,8799998,4190063.13833513,196220.81544894728,4834.0,60.0,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,9755.916059962268,1415.0574986325432,1983.3229448913526,68.80717013057395,626.653712944007,1287.862061816781,0.04,0.04,0.1,0,0
101,73730,31.570809320418117,6409.639726027397,1009.4634705410044,13.195221299353433,87.3376565595361,275.9795104330325,2059.4315072876884,744.811517421455,0.0,2358.1573049781846,234.33857137077933,2661.4217622296437,1664.8747674703104,773.5487075087458,222.99828725058038,8799998,5506501.60388063,215637.48211561813,4834.0,60.0,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,9444.13652212068,1204.1613875910361,1830.3354085022424,150.3181655783916,1211.0836328612572,468.93361006258766,0.04,0.04,0.1,0,0
102,74460,29.897759954189503,6429.460273972602,1111.2545159644853,12.73834443075069,0.0,2511.29284258454,2244.3678830487593,0.0,0.0,3202.791737077303,0.0,1883.8418748038291,1054.0180280683592,623.9331291688471,205.89071756662034,8799998,6177522.107549907,235053.44068771644,4834.0,60.0,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,10966.287197909676,995.4844962312368,3541.3424277058234,385.34904647475116,2119.0811487777764,1036.912232453289,0.04,0.04,0.1,0,0
103,75190,31.379201832947807,6199.8410958904105,1025.86504559223,16.893080677117798,1.3376051697758555,3009.5990577069897,2306.5629121187644,1117.0890410958905,0.0,2858.363761139455,0.0677622938783764,1552.559963082991,829.7176908822013,716.4043463565181,6.437925844273972,8799998,6249025.452063456,244608.0,4866.767123287671,60.0,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,11888.338228877115,1073.2766547471235,4615.220478239568,547.1916065540933,2170.8506647444287,1897.1782069410517,0.04,0.04,0.1,0,0
104,75920,34.97251,6279.210958904109,877.229827678124,25.011265013282188,0.0,2197.3530347114624,2215.3857432523896,1244.228272876687,0.0,2738.973014482595,0.0,1659.878003636239,882.2938147268554,754.8208063586518,22.763382550732356,8799998,6197557.660028045,244608.0,4874.0,149.86301369863014,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,10958.059161650763,1183.8342298149194,3495.013972931746,523.0903360600497,2261.0536198707914,710.8700170009038,0.04,0.04,0.1,0,0
105,76650,41.78900000000001,6567.520547945205,662.9158184182937,42.66986204763558,289.9869959532151,2190.6784158717696,2078.183876963749,929.486301369863,0.0,2228.1339029016,789.5079559984075,2021.7949418238316,842.8867893011311,1126.3000513649183,52.60810115778276,8799998,5722543.316522545,244608.0,4874.0,269.3150684931507,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,11233.358071348328,1203.0478350614464,3462.7896883417166,576.6365016345948,1598.1459913665,1288.0071953406223,0.04,0.04,0.1,0,0
106,77380,53.23831490717127,6632.943835616438,540.6529785551753,66.0772937910658,489.85715292186785,2925.4981113934687,2357.4003959128813,1245.0,48.855084094970145,1676.9511646128133,1461.7232668730826,1575.2490352930956,584.249096293444,883.6040402035733,107.39589879607803,8799998,4742252.327420696,237217.32997798547,4874.0,501.09589041095893,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,12387.264483448449,1134.00049565973,4620.320152172244,681.4067992984416,1112.7841589027946,2826.1291939710227,0.04,0.04,0.1,0,0
107,78110,64.32458793535064,7613.816438356164,216.1485936060008,196.83153272041633,523.4794520547945,2078.18728672165,1997.1386104204166,649.7876712328767,66.96998529676823,1540.3060852055992,1662.7150121188538,2933.1349397576037,1120.061586791755,1295.259904389947,517.8134485759043,8799998,3536697.2721327553,206405.4845050114,4874.0,803.2876712328767,540.0,8746.0,3763.0,364.0,3494.165233918884,0.0,11864.699169135014,1194.9350429815931,3208.2476877972263,526.2183612547196,542.1185605797816,2139.910765962722,0.04,0.04,0.1,0,0
