,step,electricity price,demand,supply_solar,supply_wind,supply_CCGT,supply_hydro,supply_hydrop,supply_nuclear,supply_waste,supply_ror,supply_LTC,supply_NTC,supply_NTC_FR,supply_NTC_DE,supply_NTC_IT,reservoir_capacity_total_water,reservoir_level,reservoir_level_waste,supply_solar_max,supply_wind_max,supply_CCGT_max,supply_hydro_max,supply_hydrop_max,supply_waste_max,supply_runofriver_max,blackout,demand_met,demand_hydrop,demand_NTC,demand_NTC_FR,demand_NTC_DE,demand_NTC_IT,solar_subsidies,wind_subsidies,hurdle_rate,domestic_tax,import_tax
10,7300,42.208249460000005,6975.953424657534,133.61774083983835,18.762353085501378,505.35444823208775,2544.6242925159154,2224.9795440346847,1875.9246575342465,50.81299963950193,2259.08475569863,2588.782860513773,1199.0675478499966,683.6853837251384,502.83357343447017,12.548590690383561,8799998,3676142.194127373,237080.1440535575,1394.0,60.0,540.0,8746.0,3763.0,364.0,4633.0,0.0,13401.011199944194,1223.0958570878884,5201.961918198751,623.159639122977,1546.3416991354832,3032.460579940298,0.04,0.04,0.1,10,10
11,8030,59.527097249702514,7474.45205479452,120.53241716482285,30.586732799265757,506.958904109589,1889.7165412582901,2072.2268731336358,2280.0,62.48266971323726,1977.4809022465756,2578.738266322003,1320.8808954294163,899.2973667827121,346.1508463419375,75.43268230475675,8799998,2462395.085693488,206001.14604827567,1394.0,60.0,540.0,8746.0,3763.0,364.0,4633.0,0.0,12839.604202176855,1360.6931938773216,4004.4589535049513,605.1010536007036,944.7064294925606,2454.651470411719,0.04,0.04,0.1,10,10
12,8760,63.496604856,7362.713698630137,95.58074582754435,25.44350427688767,506.958904109589,1353.2371100255295,1814.2630683092914,1837.0890410958905,55.74946589253041,1745.9230490821938,2653.0122586289403,1697.2748897078006,1282.948788876692,265.69460569849696,148.63149513260174,8799998,1637130.9929291813,178972.89793983812,1394.0,60.0,540.0,8746.0,3763.0,364.0,4633.0,0.0,11784.532036956189,1422.070284517356,2999.74805380869,357.1417303729612,759.3367736939633,1883.269549741765,0.04,0.04,0.1,10,10
13,9490,102.29192560000001,8182.127397260274,43.51144106322896,26.86335925440002,523.4794520547945,1896.8424360472359,1918.480444482923,920.1575342465753,133.69571386720514,1275.6108930177636,2688.0,2141.4563289987873,1270.28628472238,574.1628327281924,297.007211548208,8799998,659860.6244419392,142135.74921191807,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,11602.320387861477,787.5257134267001,2632.6672771745,333.0542368092441,616.8905129709682,1682.7225273942834,0.04,0.04,0.1,10,10
14,10220,66.907374856,7929.439726027397,70.59520263814397,30.617331338290406,513.7013866559819,168.51669794978199,932.2431704124953,1016.4657534246576,25.123287671232877,1088.4566554160415,2506.6684529258396,3934.2867361044064,2358.5626339137516,1114.8753809947405,460.84872119594166,8799998,438148.96330079174,88450.82900713185,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,10450.421670362492,1762.192464495242,758.789479839856,13.249178221912729,207.30842093653766,538.2318806814059,0.04,0.04,0.1,10,10
15,10950,39.47982706828074,7698.223287671233,147.7202412067313,23.35901245796163,454.67423969358515,0.0,1300.922510829167,1245.0,0.0,1074.8651396566754,2588.942414466072,3774.748749148745,2049.7524044799743,1354.8815018207717,370.1148428479812,8799998,1581731.8179960712,105883.89019434538,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,10610.232307458906,1649.2845468580126,1262.7244729296679,20.100756695045714,278.919038654937,963.704677579684,0.04,0.04,0.1,10,10
16,11680,38.33085946,7027.064383561644,207.28829707783333,18.178249288504126,410.4204844011215,4.568797840783076,1721.569165878697,1245.0,0.0,1811.400453468505,2485.0184175545664,3071.720043524167,1897.7179397248656,1025.0803164881631,148.921787311146,8799998,2501422.8641159376,125300.55686101268,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,10975.163909034156,1404.9776679965278,2543.121857476004,114.28487219953111,786.7132682245154,1642.1237170519587,0.04,0.04,0.1,10,10
17,12410,39.74332438997861,6669.390410958904,242.46048900015134,16.6900884358137,315.7149186726963,140.45132255568305,1905.7114084164643,1130.7328767123288,0.0,2226.198911740413,2309.89509385135,2143.138908573303,1600.2108511847496,435.79437169562254,107.1336856929237,8799998,3607193.799787654,144717.22352768577,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,10430.994017958183,1062.9409271398756,2698.662679859409,131.48944764623604,1429.0993162990628,1138.073915914105,0.04,0.04,0.1,10,10
18,13140,35.96653360527122,6680.376712328767,245.22284811952974,11.619476964953433,27.898059264327767,2136.6352768426395,2275.3676415470204,939.7191780821918,0.0,2723.9365508570454,1859.3854856654696,2175.5963844440453,1338.237171352504,816.8244670105754,20.534746080963632,8799998,4696551.74733096,164133.89019435935,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,12395.380901787239,1167.9111161540802,4547.093073304363,428.17712421355526,2410.3947814819644,1708.521167608853,0.04,0.04,0.1,10,10
19,13870,40.033218702,6404.693150684931,310.44800240886866,12.075963833994514,179.957978597034,3058.5427253954917,2294.7325311492186,0.0,0.0,3028.141998199171,2571.1836824659767,1311.6299896641754,763.9387301456679,526.2963414149101,21.394918103597995,8799998,4615343.833270566,183550.55686103133,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,12766.712871713944,1009.2430957723836,5352.776625256601,429.0886085913683,3093.335723687768,1830.3522929774745,0.04,0.04,0.1,10,10
20,14600,41.69358993224294,6352.386301369863,319.15968408520763,11.532417049336992,14.099327813117313,2430.250654966276,2263.0878113511235,787.931506849315,0.0,2759.158639774709,1768.7232392312237,1644.2677242402294,1162.7804661795367,481.4872580606929,0.0,8799998,4779680.068468369,202967.22352770224,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,11998.211005360585,1151.2196268024493,4494.605077188227,441.70985510963027,2966.0382004007797,1086.8570216778169,0.04,0.04,0.1,10,10
21,15330,45.5060749126743,6632.578082191781,257.1021272359658,10.698134190027405,254.3003764031081,2319.7327045717366,2224.5599617839107,1219.2257700653702,0.0,2295.3317918650914,2367.3755329479955,1542.9747061587134,1101.7158166022691,438.2844938006088,2.9743957558356167,8799998,4506136.613922345,222358.7752563237,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,12491.301105221923,1247.5006341198869,4611.222388910236,509.1581483957837,3016.867925504099,1085.1963150103693,0.04,0.04,0.1,10,10
22,16060,48.96282297042536,6962.2,135.92548076486256,21.0450193990137,522.2259065493021,2181.9310117681125,2151.420035841164,1245.0,25.314738435655226,1996.693438916048,2613.2479252768203,1470.255901783037,639.2102253511359,816.8847972654744,14.160879166427062,8799998,3757489.868885311,236210.2029305215,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,12363.05945873401,1233.000436503295,4167.859022230719,627.57875078813,1454.2729254879246,2086.007345954666,0.04,0.04,0.1,10,10
23,16790,84.50585020000001,7547.660273972603,75.25356426998401,24.512649645567123,506.05857959425003,2664.7458382717014,2362.352001800946,1130.7328767123288,100.01742307857141,1233.967332954011,2354.1573855138363,1751.5877747795853,781.8358732534041,947.593194077402,22.158707448775857,8799998,2477870.046339844,206981.55067341955,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,12203.385426620795,1187.1922866934406,3468.532865954728,519.0815606467913,1400.163590605101,1549.2877147028396,0.04,0.04,0.1,10,10
24,17520,73.82907451155432,7697.852054794521,80.06945939595772,14.06069936899726,523.4794520547945,1755.3491613139197,2100.2102916523395,837.3904109589041,68.57900374729222,1347.622142610022,2669.06301369863,3356.391151978748,1691.7359435682338,1656.2006193326135,8.45458907790053,8799998,771719.31158547,156446.61028214477,1394.0,60.0,540.0,8746.0,3763.0,364.0,3423.089961629643,0.0,12752.214786779594,1406.3731357376953,3645.1244625202335,242.8340201538704,308.8049945433087,3093.485447823068,0.04,0.04,0.1,10,10
25,18250,38.329506,8253.730136986302,23.183080769853735,18.355755399945217,442.8916786351221,87.09400989475911,840.7527825709187,837.3904109589041,26.982863545336574,1938.3943153397008,2346.433515523655,5115.705887164523,2646.479029046398,1988.479052873953,480.74780524419623,8799998,1422798.412665035,140418.36011250695,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,11677.184299802726,2184.7923281902886,1238.6618346261496,21.126617650038302,102.15276073625459,1115.382456239857,0.04,0.04,0.1,10,10
26,18980,52.5279256,7764.212328767123,98.2854614699922,25.935290764536987,248.0624585704785,0.0,1539.821790499002,1245.0,0.0,2120.287238528266,1544.266181873979,4722.099580282149,2785.6664007659097,1579.5364380358276,356.8967414804116,8799998,2508939.235158057,156059.85661210204,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,11543.7580019884,1559.7741172938302,2219.7715559274466,30.17352894626294,127.60863673632007,2061.9893902448634,0.04,0.04,0.1,10,10
27,19710,37.55315946,7109.03698630137,198.551890558165,21.364515349512303,160.23323490419193,0.0,1634.7470919213108,1245.0,0.0,1512.7196017477356,1468.3670367482825,4314.462027054639,2746.077637031711,1246.8905337365184,321.49385628643785,8799998,2961302.5962422234,175476.5232787756,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,10555.445398283848,1442.4459970609062,2003.962414921587,24.20239856680043,286.23791011790536,1693.522106236881,0.04,0.04,0.1,10,10
28,20440,35.0,6357.535616438357,240.63297100139852,15.541124246772604,69.53233148361937,0.0,1806.163205103014,1245.0,0.0,1244.2196749035704,780.6023010756963,4225.384729615866,2475.7646230725304,1263.4495639766417,486.1705425667108,8799998,3654896.7998369555,194893.18994544802,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,9627.076337429928,1410.3407742632842,1859.1999467283024,35.66203541199552,722.4565930830521,1101.081318233262,0.04,0.04,0.1,10,10
29,21170,33.444605930510214,6409.639726027397,304.78685433045666,13.085801440975343,63.0571678577171,146.15074441808133,2094.0363075595806,1245.0,0.0,1596.926170671949,643.907202999832,2982.3092630744536,1729.0204619370109,934.4848253989187,318.80397573852423,8799998,4766925.562507839,214309.85661211886,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,9089.259512353034,1309.186171570871,1370.433614754783,24.40805918464534,1000.8224125374877,345.203143032645,0.04,0.04,0.1,10,10
30,21900,35.0,6429.460273972602,309.2103051956304,12.607585274399995,0.0,3255.9997105999532,2522.65455520079,735.0616438356165,0.0,1907.2805388665831,27.58373147169575,2296.046176097092,1451.7791636599227,529.2792706361787,314.98774180098854,8799998,5669323.000780148,233726.52327878933,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,11066.444246541745,976.7162587841217,3660.2677137850333,281.9964907121807,2410.4471684503933,967.8240546224504,0.04,0.04,0.1,10,10
31,22630,37.100178702,6199.8410958904105,307.0692290708768,16.893080677117798,1.231793672398326,2804.8759148080153,2296.1607900693944,1180.1917808219177,0.0,1982.036778743279,646.0614267893651,2232.926356120428,1396.4853872983506,818.9421928222806,17.498775999819205,8799998,5462648.889310518,244572.37466289013,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,11467.447150772825,1141.897036362784,4125.709018519632,418.140795075529,1950.5243815824156,1757.0438418616864,0.04,0.04,0.1,10,10
32,23360,39.03292086292231,6279.210958904109,261.81502800361443,13.283767337457533,0.4931506849315068,2125.5089599150597,2230.5511259926047,1245.0,0.0,1922.7779995533647,505.65089523495817,2401.424163508232,1461.5769990468214,894.3783280473773,45.468836414033106,8799998,5473810.271130203,244608.0,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,10706.505090230206,1249.0218622449868,3178.272269081123,422.9654857918704,2109.1177594031496,646.1890238860989,0.04,0.04,0.1,10,10
33,24090,45.015409860258536,6567.520547945205,189.86851567413194,14.646238677852063,171.79379323904743,1986.420012073097,1990.7290242551187,1130.7328767123288,0.0,2199.3586079517845,1625.1523250129937,2018.3895583789858,939.9473372131716,1056.7624678534748,21.67975331233952,8799998,5151903.749335903,244608.0,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,11327.0909519753,1124.5114866611395,3635.0589173689923,528.0034055708365,1757.1161932626883,1349.9393185354684,0.04,0.04,0.1,10,10
34,24820,56.342104154824945,6632.943835616438,152.29536614911845,17.889162700098634,478.9637670204478,2936.66343456087,2302.377711100173,1130.7328767123288,62.84750262430976,2089.3769476097345,1871.1732657631624,1507.4948900424977,693.179724089809,757.6529128188538,56.66225313383598,8799998,4194691.626033099,233702.23257399784,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,12549.814924282775,1164.8556992278498,4752.015389438445,645.1272015057529,1384.2647626530584,2722.6234252796517,0.04,0.04,0.1,10,10
35,25550,63.57317152137307,7613.816438356164,62.97185804351315,25.300392527999993,499.8087966949794,1686.616266616506,1942.0565855049726,1245.0,54.8468897117446,1948.7924036616366,1847.3343628224518,2612.317644282984,1127.0174338718025,1225.9118445524405,259.3883658587398,8799998,2919067.6128537287,197317.16065289342,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,11925.045199866814,1302.3918618318507,3171.7122421445215,464.5653504050279,687.3541142642232,2019.7927774752675,0.04,0.04,0.1,10,10
36,26280,70.69912500496172,7617.5,27.834565989735395,26.85241719238352,479.09589041095893,1561.1473692250033,1927.2224968804403,632.7328767123288,58.09128618739839,1770.6375860247433,1896.4123287671232,2918.182712759463,1575.3288998965697,638.9222240303291,703.931588832563,8799998,2246564.3598166066,176695.83765757832,1394.0,60.0,540.0,8746.0,3763.0,364.0,3363.8512524750117,0.0,11298.209530149597,1354.273295835496,2326.436234314075,357.8541223736456,567.7682234557536,1400.8138884846785,0.04,0.04,0.1,10,10
37,27010,95.29664141416325,8134.716438356164,27.641550866931027,16.149219916668496,490.43835616438355,2533.128641961531,2190.770236733073,378.6164383561644,114.52600135037399,1182.9263560141187,1863.6712328767123,2817.9212130199335,1516.1888192508006,581.2973490318141,720.4350447373114,8799998,1107809.5792836342,139517.41061783023,1394.0,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,11616.902140327336,1055.8665398198418,2426.319162151345,378.1181273030533,537.3243298883094,1510.876704959981,0.04,0.04,0.1,0,10
38,27740,66.907374856,8119.193150684931,40.666626871574756,11.539013006673962,506.958904109589,98.8298457699519,1070.3189756434099,1245.0,2.2191780821917835,1147.6984957795537,1900.3478410264993,4859.188278501217,2876.6986017480185,1197.315493188221,785.174183565028,8799998,891987.5749979359,111960.17003915485,1404.3013698630136,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,10882.767158790699,1992.7828317687113,770.7911763370499,0.7542775509767985,160.4427035215208,609.594195264553,0.04,0.04,0.1,0,10
39,28470,46.1459599140577,7518.880821917808,106.17990426241575,16.63250906339727,523.4794520547945,0.0,1303.9153427395875,1245.0,0.0,1085.894803754759,1769.4913845338572,3988.063172129116,2344.5721883215833,1207.2810062727965,436.20997753474893,8799998,1899207.1293404656,131367.11067842814,1434.0,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,10038.656568537932,1586.0670598118613,933.7086868082642,18.556853825731743,172.78519318381794,742.3666397987141,0.04,0.04,0.1,0,10
40,29200,38.33085946,6702.8328767123285,255.77208972467227,21.08520579793973,507.5587335346881,0.0,1702.0939472718178,1190.3802301900334,0.0,1686.1125456116195,1622.1977237987094,3341.7411709435037,2064.3231634716767,1112.0328401603292,165.38516731150753,8799998,2652244.83012861,150783.7773451018,1467.3150684931506,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,10326.941646872978,1467.0033508215936,2157.1054193390646,124.48526632031101,643.0520856111926,1389.56806740756,0.04,0.04,0.1,0,10
41,29930,41.54081215445408,6530.609589041096,270.09560926122464,19.75649444474522,533.4409593865098,57.40427135071756,2055.0016930514444,1183.6027397260275,0.0,2511.7504520407383,1405.7486289817086,2362.455410250228,1734.2287376785737,553.2952188555125,74.93145371613718,8799998,4087234.36042846,170200.44401177537,1573.5068493150684,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,10399.256258493353,1113.335187130903,2755.311482321345,138.7788793603319,1458.7259733613637,1157.8066295996443,0.04,0.04,0.1,0,10
42,30660,33.28537023605915,6569.768493150685,364.715977874962,13.866391272624663,506.5883147149961,1854.279456103426,2185.5835930047338,529.8360395419659,0.0,2652.6354641615426,1341.0308081132819,2313.8581965626054,1522.437143626112,767.1974815752112,24.22357136128018,8799998,5230321.005084222,189617.11067844843,1703.041095890411,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,11762.394241350163,1154.2173031336506,4038.408445065786,240.5492381102994,2102.3528230942297,1695.5063838612723,0.04,0.04,0.1,0,10
43,31390,39.166967206771524,6435.6506849315065,402.6867187706063,16.956171170641092,506.0822585141339,2874.9768032433094,2414.1517628900906,729.945205479452,0.0,2887.3744692921123,1728.750749350973,1556.4197131266944,1117.1854983264675,421.70122371127457,17.532991088950514,8799998,5300358.58841419,209033.77734511948,1832.5753424657535,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,13117.343851838039,1052.3895219919916,5629.30364491451,558.1557488205865,3230.767600291812,1840.38029580211,0.04,0.04,0.1,0,10
44,32120,43.528063428261696,6434.946575342466,423.9451449662378,13.138737603298619,499.092235908702,2641.7816580657036,2275.268106746117,1016.4657534246576,0.0,2390.980663449403,922.6244017831739,1930.6641943339482,1292.6709549865188,637.9932393474287,0.0,8799998,5434159.86370639,228450.44401179045,1962.109589041096,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,12113.960896281265,1154.7505878189002,4524.263733119874,456.1720042576438,2981.234707184413,1086.8570216778169,0.04,0.04,0.1,0,10
45,32850,48.47228067824312,6755.280821917808,345.4491878251302,19.05746472056986,516.3287671232877,2206.023989974005,2068.299054849222,1130.7328767123288,9.591198961881755,1817.7347697839784,1759.0055261419175,1944.3897389597919,1212.5398206802931,716.6379191070921,15.211999172402576,8799998,4951995.876037649,243072.24368536408,2091.6438356164385,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,11816.612575052115,1187.3521258836226,3873.9796272506824,359.50864447657136,2453.513838825644,1060.9571439484644,0.04,0.04,0.1,0,10
46,33580,51.42787118650311,6975.953424657534,212.60676501602882,17.89689828098632,506.85158724066423,1939.7840968973023,2170.9734515273153,1130.7328767123288,45.59429012731775,1933.6329384887556,1878.9584506317137,1908.2661223810762,939.2427120120459,938.316451253839,30.70695911519212,8799998,4224858.223097281,233798.37294594053,2185.4520547945203,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,11745.297477303473,1284.5156961497112,3484.8283564962326,551.6164274784653,1143.315701548699,1789.8962274690743,0.04,0.04,0.1,0,10
47,34310,84.50585020000001,7474.45205479452,189.1557117242423,30.06439680711232,527.917808219178,2675.1277716798913,2244.118820258531,1245.0,81.07437777587211,1626.7670477015681,1896.4123287671232,1457.258408843353,964.8765885879181,348.20752909153754,144.17429116388342,8799998,3331552.3118454535,208634.42618460176,2194.0,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,11972.896671776862,1172.8563864131816,3325.588230569171,597.9465081499832,1315.0082849172645,1412.6334375019087,0.04,0.04,0.1,0,10
48,35040,90.65340418067822,7362.713698630137,150.18659902349,25.01259675583561,518.7945205479452,2677.2226541524133,2328.4427469411376,428.0753424657534,122.55796081169427,1206.6428961567092,1814.176712328767,2503.5963789128623,2184.5109242389267,290.8669890178727,28.218465656043463,8799998,1145892.0041723973,144360.08560060212,2194.0,60.0,540.0,8746.0,3763.0,364.0,3399.096203185775,0.0,11779.989402176392,1085.7304060322303,3331.545297514023,162.40167108750893,111.17055560074566,3057.973070825778,0.04,0.04,0.1,0,10
49,35770,62.592551265149325,8182.127397260274,67.55031782352383,26.86335925440002,507.2054794520548,74.3413091409889,992.4206976306103,196.13013698630138,14.448044603086204,1309.1417772941563,1774.0133242795614,5351.262996660185,3013.675638439593,681.1933184931586,1656.3940397275082,8799998,1004478.0445616998,118044.76521450581,2194.0,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,10313.377443124926,1991.6599483082064,139.59009755644595,2.36790606739726,14.937476189126329,122.28471529992233,0.04,0.04,0.1,0,10
50,36500,52.21461000000001,7929.439726027397,105.08986789893694,31.18616582936985,501.9019849338101,0.0,1089.2292039174404,1245.0,0.0,1088.7254598503898,1702.957594373603,4417.582058899846,2454.711548766373,1149.8831978909104,812.9873122425874,8799998,2295186.0077508157,134853.43616712937,2194.0,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,10181.672335703402,1755.9879988302869,496.2446108457229,0.0,2.50142564753152,493.74318519819144,0.04,0.04,0.1,0,10
51,37230,35.39811417800001,7698.223287671233,253.54485764242068,24.09852528369315,462.2158685206181,0.0,1597.765309392999,1245.0,0.0,1312.7204486974256,1356.6453425322652,4086.8679725269894,2052.823943625422,1649.292004259514,384.75202464204636,8799998,3052754.407162113,154270.10283380293,2208.794520547945,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,10338.858324596375,1311.4868871993474,1329.1481497258153,20.849400964009327,70.24805188339353,1238.0506968784123,0.04,0.04,0.1,0,10
52,37960,35.0,7027.064383561644,339.0759577818065,19.03911088938084,370.6757028475578,0.0,1809.3146844290914,1245.0,0.0,1582.1675845628517,657.572668434388,3593.544173385973,1777.490007194182,1324.248089463415,491.80607672839074,8799998,3796298.831072759,173686.7695004766,2234.0,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,9616.389882331054,1334.9553815885702,1254.3701171808405,30.011840572338656,237.42890469235084,986.9293719161514,0.04,0.04,0.1,0,10
53,38690,27.25711192637967,6669.390410958904,431.74459953361145,17.488652536438362,165.00100695734938,19.41601388565314,1882.2239384279312,1234.3254775131234,0.0,2480.8188613888483,386.3764713501915,2791.476378691975,1855.9319184719122,775.0908810610449,160.45357915901687,8799998,4948323.895291552,193103.4361671492,2276.301369863014,60.0,540.0,8746.0,3763.0,364.0,3513.764834302753,0.0,9408.87140028511,1320.8123971402258,1418.6685921859864,71.99672316556348,882.2563803736119,464.41548864680993,0.04,0.04,0.1,0,10
