,Sheep,Wolves,Grass,SheepChange,WolfChange,GrassChange,SheepRepro,WolfRepro,GrassRegrowth
0,88,52,1258,-12,2,3,0.04,0.05,30
1,86,49,1261,-14,-1,6,0.04,0.05,30
2,84,50,1262,-16,0,7,0.04,0.05,30
3,87,51,1284,-13,1,29,0.04,0.05,30
4,84,53,1293,-16,3,38,0.04,0.05,30
5,83,52,1294,-17,2,39,0.04,0.05,30
6,83,52,1312,-17,2,57,0.04,0.05,30
7,82,55,1335,-18,5,80,0.04,0.05,30
8,79,56,1337,-21,6,82,0.04,0.05,30
9,79,56,1351,-21,6,96,0.04,0.05,30
10,80,60,1358,-20,10,103,0.04,0.05,30
11,81,60,1385,-19,10,130,0.04,0.05,30
12,78,60,1394,-22,10,139,0.04,0.05,30
13,79,58,1415,-21,8,160,0.04,0.05,30
14,82,56,1430,-18,6,175,0.04,0.05,30
15,81,58,1455,-19,8,200,0.04,0.05,30
16,83,56,1462,-17,6,207,0.04,0.05,30
17,77,57,1489,-23,7,234,0.04,0.05,30
18,77,54,1495,-23,4,240,0.04,0.05,30
19,76,53,1515,-24,3,260,0.04,0.05,30
20,78,51,1529,-22,1,274,0.04,0.05,30
21,76,50,1542,-24,0,287,0.04,0.05,30
22,78,50,1549,-22,0,294,0.04,0.05,30
23,77,51,1581,-23,1,326,0.04,0.05,30
24,73,50,1598,-27,0,343,0.04,0.05,30
25,72,51,1609,-28,1,354,0.04,0.05,30
26,72,52,1623,-28,2,368,0.04,0.05,30
27,72,53,1632,-28,3,377,0.04,0.05,30
28,70,54,1649,-30,4,394,0.04,0.05,30
29,70,53,1647,-30,3,392,0.04,0.05,30
30,69,51,1657,-31,1,402,0.04,0.05,30
31,68,50,1664,-32,0,409,0.04,0.05,30
32,68,49,1674,-32,-1,419,0.04,0.05,30
33,68,47,1677,-32,-3,422,0.04,0.05,30
34,71,44,1676,-29,-6,421,0.04,0.05,30
35,70,46,1689,-30,-4,434,0.04,0.05,30
36,71,48,1690,-29,-2,435,0.04,0.05,30
37,76,47,1683,-24,-3,428,0.04,0.05,30
38,78,47,1679,-22,-3,424,0.04,0.05,30
39,79,40,1675,-21,-10,420,0.04,0.05,30
40,83,39,1672,-17,-11,417,0.04,0.05,30
41,87,38,1678,-13,-12,423,0.04,0.05,30
42,92,37,1672,-8,-13,417,0.04,0.05,30
43,96,35,1659,-4,-15,404,0.04,0.05,30
44,96,34,1645,-4,-16,390,0.04,0.05,30
45,98,33,1622,-2,-17,367,0.04,0.05,30
46,99,31,1612,-1,-19,357,0.04,0.05,30
47,100,34,1585,0,-16,330,0.04,0.05,30
48,98,32,1581,-2,-18,326,0.04,0.05,30
49,100,29,1573,0,-21,318,0.04,0.05,30
50,102,27,1567,2,-23,312,0.04,0.05,30
51,99,26,1559,-1,-24,304,0.04,0.05,30
52,103,25,1545,3,-25,290,0.04,0.05,30
53,104,27,1533,4,-23,278,0.04,0.05,30
54,105,28,1523,5,-22,268,0.04,0.05,30
55,107,28,1505,7,-22,250,0.04,0.05,30
56,113,29,1483,13,-21,228,0.04,0.05,30
57,114,28,1471,14,-22,216,0.04,0.05,30
58,116,27,1453,16,-23,198,0.04,0.05,30
59,119,28,1437,19,-22,182,0.04,0.05,30
60,120,29,1432,20,-21,177,0.04,0.05,30
61,124,26,1427,24,-24,172,0.04,0.05,30
62,124,23,1411,24,-27,156,0.04,0.05,30
63,124,25,1394,24,-25,139,0.04,0.05,30
64,126,25,1381,26,-25,126,0.04,0.05,30
65,128,23,1370,28,-27,115,0.04,0.05,30
66,133,22,1359,33,-28,104,0.04,0.05,30
67,138,21,1347,38,-29,92,0.04,0.05,30
68,141,21,1333,41,-29,78,0.04,0.05,30
69,142,19,1329,42,-31,74,0.04,0.05,30
70,145,18,1316,45,-32,61,0.04,0.05,30
71,147,18,1294,47,-32,39,0.04,0.05,30
72,146,18,1289,46,-32,34,0.04,0.05,30
73,147,19,1287,47,-31,32,0.04,0.05,30
74,149,20,1281,49,-30,26,0.04,0.05,30
75,150,20,1283,50,-30,28,0.04,0.05,30
76,157,18,1271,57,-32,16,0.04,0.05,30
77,159,17,1268,59,-33,13,0.04,0.05,30
78,157,17,1261,57,-33,6,0.04,0.05,30
79,159,17,1250,59,-33,-5,0.04,0.05,30
80,166,17,1239,66,-33,-16,0.04,0.05,30
81,161,17,1223,61,-33,-32,0.04,0.05,30
82,164,17,1206,64,-33,-49,0.04,0.05,30
83,164,17,1191,64,-33,-64,0.04,0.05,30
84,165,18,1180,65,-32,-75,0.04,0.05,30
85,167,19,1178,67,-31,-77,0.04,0.05,30
86,166,21,1187,66,-29,-68,0.04,0.05,30
87,166,25,1179,66,-25,-76,0.04,0.05,30
88,165,25,1174,65,-25,-81,0.04,0.05,30
89,165,26,1176,65,-24,-79,0.04,0.05,30
90,166,25,1161,66,-25,-94,0.04,0.05,30
91,165,24,1153,65,-26,-102,0.04,0.05,30
92,168,20,1158,68,-30,-97,0.04,0.05,30
93,169,18,1150,69,-32,-105,0.04,0.05,30
94,169,18,1144,69,-32,-111,0.04,0.05,30
95,169,21,1131,69,-29,-124,0.04,0.05,30
96,174,23,1125,74,-27,-130,0.04,0.05,30
97,179,23,1123,79,-27,-132,0.04,0.05,30
98,181,24,1121,81,-26,-134,0.04,0.05,30
99,175,24,1122,75,-26,-133,0.04,0.05,30
100,172,26,1120,-3,2,-2,0.04,0.05,28
101,174,28,1116,-1,4,-6,0.04,0.05,28
102,171,28,1118,-4,4,-4,0.04,0.05,28
103,169,30,1118,-6,6,-4,0.04,0.05,28
104,170,28,1124,-5,4,2,0.04,0.05,28
105,166,30,1129,-9,6,7,0.04,0.05,28
106,169,27,1130,-6,3,8,0.04,0.05,28
107,168,28,1137,-7,4,15,0.04,0.05,28
108,167,26,1138,-8,2,16,0.04,0.05,28
109,168,27,1141,-7,3,19,0.04,0.05,28
110,168,27,1144,-7,3,22,0.04,0.05,28
111,176,27,1144,1,3,22,0.04,0.05,28
112,190,27,1144,15,3,22,0.04,0.05,28
113,192,29,1131,17,5,9,0.04,0.05,28
114,194,32,1128,19,8,6,0.04,0.05,28
115,190,33,1119,15,9,-3,0.04,0.05,28
116,188,33,1106,13,9,-16,0.04,0.05,28
117,185,32,1099,10,8,-23,0.04,0.05,28
118,191,33,1097,16,9,-25,0.04,0.05,28
119,189,35,1101,14,11,-21,0.04,0.05,28
120,195,34,1106,20,10,-16,0.04,0.05,28
121,195,33,1101,20,9,-21,0.04,0.05,28
122,196,34,1090,21,10,-32,0.04,0.05,28
123,199,33,1086,24,9,-36,0.04,0.05,28
124,192,30,1091,17,6,-31,0.04,0.05,28
125,191,27,1093,16,3,-29,0.04,0.05,28
126,194,26,1088,19,2,-34,0.04,0.05,28
127,186,26,1091,11,2,-31,0.04,0.05,28
128,186,28,1094,11,4,-28,0.04,0.05,28
129,186,27,1079,11,3,-43,0.04,0.05,28
130,189,26,1087,14,2,-35,0.04,0.05,28
131,181,26,1090,6,2,-32,0.04,0.05,28
132,185,29,1088,10,5,-34,0.04,0.05,28
133,189,30,1086,14,6,-36,0.04,0.05,28
134,185,28,1082,10,4,-40,0.04,0.05,28
135,181,27,1068,6,3,-54,0.04,0.05,28
136,183,28,1060,8,4,-62,0.04,0.05,28
137,187,31,1045,12,7,-77,0.04,0.05,28
138,185,31,1044,10,7,-78,0.04,0.05,28
139,178,32,1051,3,8,-71,0.04,0.05,28
140,177,32,1067,2,8,-55,0.04,0.05,28
141,177,33,1083,2,9,-39,0.04,0.05,28
142,180,32,1081,5,8,-41,0.04,0.05,28
143,177,30,1105,2,6,-17,0.04,0.05,28
144,176,28,1110,1,4,-12,0.04,0.05,28
145,180,29,1103,5,5,-19,0.04,0.05,28
146,177,31,1095,2,7,-27,0.04,0.05,28
147,179,32,1100,4,8,-22,0.04,0.05,28
148,181,36,1106,6,12,-16,0.04,0.05,28
149,176,35,1102,1,11,-20,0.04,0.05,28
150,175,34,1113,0,10,-9,0.04,0.05,28
151,183,34,1126,8,10,4,0.04,0.05,28
152,185,33,1132,10,9,10,0.04,0.05,28
153,188,30,1138,13,6,16,0.04,0.05,28
154,193,27,1137,18,3,15,0.04,0.05,28
155,192,24,1132,17,0,10,0.04,0.05,28
156,194,25,1106,19,1,-16,0.04,0.05,28
157,200,27,1129,25,3,7,0.04,0.05,28
158,199,28,1121,24,4,-1,0.04,0.05,28
159,188,30,1129,13,6,7,0.04,0.05,28
160,180,31,1131,5,7,9,0.04,0.05,28
161,181,30,1137,6,6,15,0.04,0.05,28
162,177,32,1138,2,8,16,0.04,0.05,28
163,178,33,1146,3,9,24,0.04,0.05,28
164,173,34,1142,-2,10,20,0.04,0.05,28
165,172,35,1141,-3,11,19,0.04,0.05,28
166,165,34,1149,-10,10,27,0.04,0.05,28
167,164,35,1149,-11,11,27,0.04,0.05,28
168,164,38,1155,-11,14,33,0.04,0.05,28
169,164,36,1145,-11,12,23,0.04,0.05,28
170,164,38,1151,-11,14,29,0.04,0.05,28
171,162,39,1151,-13,15,29,0.04,0.05,28
172,161,40,1164,-14,16,42,0.04,0.05,28
173,159,43,1183,-16,19,61,0.04,0.05,28
174,164,41,1188,-11,17,66,0.04,0.05,28
175,161,40,1197,-14,16,75,0.04,0.05,28
176,166,40,1201,-9,16,79,0.04,0.05,28
177,162,39,1205,-13,15,83,0.04,0.05,28
178,163,40,1196,-12,16,74,0.04,0.05,28
179,163,42,1189,-12,18,67,0.04,0.05,28
180,163,38,1174,-12,14,52,0.04,0.05,28
181,161,39,1168,-14,15,46,0.04,0.05,28
182,159,39,1161,-16,15,39,0.04,0.05,28
183,159,39,1162,-16,15,40,0.04,0.05,28
184,164,38,1182,-11,14,60,0.04,0.05,28
185,170,41,1168,-5,17,46,0.04,0.05,28
186,170,36,1176,-5,12,54,0.04,0.05,28
187,167,36,1172,-8,12,50,0.04,0.05,28
188,167,37,1154,-8,13,32,0.04,0.05,28
189,174,40,1150,-1,16,28,0.04,0.05,28
190,180,43,1148,5,19,26,0.04,0.05,28
191,176,46,1142,1,22,20,0.04,0.05,28
192,170,49,1144,-5,25,22,0.04,0.05,28
193,174,54,1154,-1,30,32,0.04,0.05,28
194,170,53,1157,-5,29,35,0.04,0.05,28
195,169,47,1167,-6,23,45,0.04,0.05,28
196,172,47,1165,-3,23,43,0.04,0.05,28
197,165,46,1174,-10,22,52,0.04,0.05,28
198,168,48,1167,-7,24,45,0.04,0.05,28
199,166,50,1171,-9,26,49,0.04,0.05,28
200,169,50,1158,3,0,-13,0.04,0.060000000000000005,28
201,173,51,1156,7,1,-15,0.04,0.060000000000000005,28
202,168,50,1160,2,0,-11,0.04,0.060000000000000005,28
203,168,52,1157,2,2,-14,0.04,0.060000000000000005,28
204,171,54,1157,5,4,-14,0.04,0.060000000000000005,28
205,174,59,1155,8,9,-16,0.04,0.060000000000000005,28
206,172,58,1160,6,8,-11,0.04,0.060000000000000005,28
207,169,60,1170,3,10,-1,0.04,0.060000000000000005,28
208,165,65,1182,-1,15,11,0.04,0.060000000000000005,28
209,163,61,1179,-3,11,8,0.04,0.060000000000000005,28
210,161,64,1183,-5,14,12,0.04,0.060000000000000005,28
211,159,66,1182,-7,16,11,0.04,0.060000000000000005,28
212,169,62,1185,3,12,14,0.04,0.060000000000000005,28
213,170,58,1180,4,8,9,0.04,0.060000000000000005,28
214,172,57,1195,6,7,24,0.04,0.060000000000000005,28
215,167,59,1204,1,9,33,0.04,0.060000000000000005,28
216,167,56,1207,1,6,36,0.04,0.060000000000000005,28
217,167,54,1215,1,4,44,0.04,0.060000000000000005,28
218,163,55,1210,-3,5,39,0.04,0.060000000000000005,28
219,157,57,1208,-9,7,37,0.04,0.060000000000000005,28
220,159,60,1210,-7,10,39,0.04,0.060000000000000005,28
221,163,57,1197,-3,7,26,0.04,0.060000000000000005,28
222,172,53,1184,6,3,13,0.04,0.060000000000000005,28
223,168,54,1179,2,4,8,0.04,0.060000000000000005,28
224,173,52,1180,7,2,9,0.04,0.060000000000000005,28
225,174,48,1181,8,-2,10,0.04,0.060000000000000005,28
226,171,50,1191,5,0,20,0.04,0.060000000000000005,28
227,170,52,1187,4,2,16,0.04,0.060000000000000005,28
228,169,50,1188,3,0,17,0.04,0.060000000000000005,28
229,170,49,1178,4,-1,7,0.04,0.060000000000000005,28
230,165,54,1169,-1,4,-2,0.04,0.060000000000000005,28
231,161,50,1158,-5,0,-13,0.04,0.060000000000000005,28
232,164,45,1163,-2,-5,-8,0.04,0.060000000000000005,28
233,163,48,1164,-3,-2,-7,0.04,0.060000000000000005,28
234,158,49,1169,-8,-1,-2,0.04,0.060000000000000005,28
235,158,51,1168,-8,1,-3,0.04,0.060000000000000005,28
236,156,53,1179,-10,3,8,0.04,0.060000000000000005,28
237,153,54,1186,-13,4,15,0.04,0.060000000000000005,28
238,155,53,1185,-11,3,14,0.04,0.060000000000000005,28
239,155,53,1188,-11,3,17,0.04,0.060000000000000005,28
240,154,55,1188,-12,5,17,0.04,0.060000000000000005,28
241,149,53,1196,-17,3,25,0.04,0.060000000000000005,28
242,149,55,1181,-17,5,10,0.04,0.060000000000000005,28
243,154,58,1179,-12,8,8,0.04,0.060000000000000005,28
244,155,58,1191,-11,8,20,0.04,0.060000000000000005,28
245,150,63,1175,-16,13,4,0.04,0.060000000000000005,28
246,151,65,1189,-15,15,18,0.04,0.060000000000000005,28
247,151,67,1190,-15,17,19,0.04,0.060000000000000005,28
248,159,71,1194,-7,21,23,0.04,0.060000000000000005,28
249,153,75,1204,-13,25,33,0.04,0.060000000000000005,28
250,148,80,1223,-18,30,52,0.04,0.060000000000000005,28
251,146,75,1223,-20,25,52,0.04,0.060000000000000005,28
252,140,76,1232,-26,26,61,0.04,0.060000000000000005,28
253,145,74,1229,-21,24,58,0.04,0.060000000000000005,28
254,145,74,1223,-21,24,52,0.04,0.060000000000000005,28
255,138,71,1236,-28,21,65,0.04,0.060000000000000005,28
256,141,70,1243,-25,20,72,0.04,0.060000000000000005,28
257,139,71,1263,-27,21,92,0.04,0.060000000000000005,28
258,136,70,1279,-30,20,108,0.04,0.060000000000000005,28
259,134,67,1290,-32,17,119,0.04,0.060000000000000005,28
260,133,67,1300,-33,17,129,0.04,0.060000000000000005,28
261,134,69,1307,-32,19,136,0.04,0.060000000000000005,28
262,131,70,1310,-35,20,139,0.04,0.060000000000000005,28
263,130,68,1307,-36,18,136,0.04,0.060000000000000005,28
264,133,74,1304,-33,24,133,0.04,0.060000000000000005,28
265,132,74,1308,-34,24,137,0.04,0.060000000000000005,28
266,129,80,1315,-37,30,144,0.04,0.060000000000000005,28
267,127,81,1323,-39,31,152,0.04,0.060000000000000005,28
268,128,92,1327,-38,42,156,0.04,0.060000000000000005,28
269,127,92,1326,-39,42,155,0.04,0.060000000000000005,28
270,128,91,1341,-38,41,170,0.04,0.060000000000000005,28
271,126,95,1350,-40,45,179,0.04,0.060000000000000005,28
272,120,93,1357,-46,43,186,0.04,0.060000000000000005,28
273,120,86,1385,-46,36,214,0.04,0.060000000000000005,28
274,119,81,1386,-47,31,215,0.04,0.060000000000000005,28
275,122,76,1401,-44,26,230,0.04,0.060000000000000005,28
276,122,78,1406,-44,28,235,0.04,0.060000000000000005,28
277,124,76,1415,-42,26,244,0.04,0.060000000000000005,28
278,122,78,1413,-44,28,242,0.04,0.060000000000000005,28
279,123,79,1416,-43,29,245,0.04,0.060000000000000005,28
280,123,74,1425,-43,24,254,0.04,0.060000000000000005,28
281,123,72,1425,-43,22,254,0.04,0.060000000000000005,28
282,127,70,1444,-39,20,273,0.04,0.060000000000000005,28
283,132,74,1435,-34,24,264,0.04,0.060000000000000005,28
284,129,73,1436,-37,23,265,0.04,0.060000000000000005,28
285,127,69,1440,-39,19,269,0.04,0.060000000000000005,28
286,122,65,1442,-44,15,271,0.04,0.060000000000000005,28
287,119,61,1444,-47,11,273,0.04,0.060000000000000005,28
288,118,59,1443,-48,9,272,0.04,0.060000000000000005,28
289,116,59,1442,-50,9,271,0.04,0.060000000000000005,28
290,115,61,1443,-51,11,272,0.04,0.060000000000000005,28
291,113,61,1450,-53,11,279,0.04,0.060000000000000005,28
292,111,64,1449,-55,14,278,0.04,0.060000000000000005,28
293,109,60,1459,-57,10,288,0.04,0.060000000000000005,28
294,108,58,1464,-58,8,293,0.04,0.060000000000000005,28
295,111,57,1468,-55,7,297,0.04,0.060000000000000005,28
296,114,53,1467,-52,3,296,0.04,0.060000000000000005,28
297,110,49,1467,-56,-1,296,0.04,0.060000000000000005,28
298,108,50,1470,-58,0,299,0.04,0.060000000000000005,28
299,113,54,1470,-53,4,299,0.04,0.060000000000000005,28
300,110,57,1472,-3,3,2,0.03,0.060000000000000005,28
301,113,59,1466,0,5,-4,0.03,0.060000000000000005,28
302,116,58,1478,3,4,8,0.03,0.060000000000000005,28
303,117,55,1479,4,1,9,0.03,0.060000000000000005,28
304,116,55,1484,3,1,14,0.03,0.060000000000000005,28
305,110,50,1480,-3,-4,10,0.03,0.060000000000000005,28
306,110,52,1480,-3,-2,10,0.03,0.060000000000000005,28
307,113,51,1487,0,-3,17,0.03,0.060000000000000005,28
308,109,54,1487,-4,0,17,0.03,0.060000000000000005,28
309,112,56,1499,-1,2,29,0.03,0.060000000000000005,28
310,114,55,1487,1,1,17,0.03,0.060000000000000005,28
311,114,55,1500,1,1,30,0.03,0.060000000000000005,28
312,115,54,1501,2,0,31,0.03,0.060000000000000005,28
313,113,54,1488,0,0,18,0.03,0.060000000000000005,28
314,112,57,1486,-1,3,16,0.03,0.060000000000000005,28
315,109,58,1491,-4,4,21,0.03,0.060000000000000005,28
316,109,59,1500,-4,5,30,0.03,0.060000000000000005,28
317,106,60,1501,-7,6,31,0.03,0.060000000000000005,28
318,105,60,1507,-8,6,37,0.03,0.060000000000000005,28
319,101,56,1515,-12,2,45,0.03,0.060000000000000005,28
320,101,56,1519,-12,2,49,0.03,0.060000000000000005,28
321,101,55,1525,-12,1,55,0.03,0.060000000000000005,28
322,96,56,1529,-17,2,59,0.03,0.060000000000000005,28
323,93,51,1533,-20,-3,63,0.03,0.060000000000000005,28
324,91,52,1541,-22,-2,71,0.03,0.060000000000000005,28
325,91,50,1553,-22,-4,83,0.03,0.060000000000000005,28
326,93,50,1554,-20,-4,84,0.03,0.060000000000000005,28
327,98,49,1556,-15,-5,86,0.03,0.060000000000000005,28
328,100,46,1554,-13,-8,84,0.03,0.060000000000000005,28
329,103,41,1553,-10,-13,83,0.03,0.060000000000000005,28
330,106,41,1550,-7,-13,80,0.03,0.060000000000000005,28
331,105,41,1546,-8,-13,76,0.03,0.060000000000000005,28
332,107,41,1536,-6,-13,66,0.03,0.060000000000000005,28
333,104,44,1539,-9,-10,69,0.03,0.060000000000000005,28
334,105,41,1541,-8,-13,71,0.03,0.060000000000000005,28
335,107,39,1529,-6,-15,59,0.03,0.060000000000000005,28
336,110,39,1526,-3,-15,56,0.03,0.060000000000000005,28
337,111,38,1519,-2,-16,49,0.03,0.060000000000000005,28
338,114,38,1522,1,-16,52,0.03,0.060000000000000005,28
339,112,39,1526,-1,-15,56,0.03,0.060000000000000005,28
340,112,36,1528,-1,-18,58,0.03,0.060000000000000005,28
341,117,37,1522,4,-17,52,0.03,0.060000000000000005,28
342,118,37,1520,5,-17,50,0.03,0.060000000000000005,28
343,120,34,1518,7,-20,48,0.03,0.060000000000000005,28
344,119,35,1510,6,-19,40,0.03,0.060000000000000005,28
345,119,31,1507,6,-23,37,0.03,0.060000000000000005,28
346,117,34,1500,4,-20,30,0.03,0.060000000000000005,28
347,116,32,1487,3,-22,17,0.03,0.060000000000000005,28
348,114,30,1485,1,-24,15,0.03,0.060000000000000005,28
349,115,35,1477,2,-19,7,0.03,0.060000000000000005,28
350,117,36,1467,4,-18,-3,0.03,0.060000000000000005,28
351,117,36,1455,4,-18,-15,0.03,0.060000000000000005,28
352,118,38,1437,5,-16,-33,0.03,0.060000000000000005,28
353,120,38,1425,7,-16,-45,0.03,0.060000000000000005,28
354,126,38,1411,13,-16,-59,0.03,0.060000000000000005,28
355,124,35,1405,11,-19,-65,0.03,0.060000000000000005,28
356,124,31,1406,11,-23,-64,0.03,0.060000000000000005,28
357,125,30,1402,12,-24,-68,0.03,0.060000000000000005,28
358,127,27,1400,14,-27,-70,0.03,0.060000000000000005,28
359,130,26,1385,17,-28,-85,0.03,0.060000000000000005,28
360,134,26,1373,21,-28,-97,0.03,0.060000000000000005,28
361,134,27,1369,21,-27,-101,0.03,0.060000000000000005,28
362,133,27,1362,20,-27,-108,0.03,0.060000000000000005,28
363,131,28,1369,18,-26,-101,0.03,0.060000000000000005,28
364,134,26,1368,21,-28,-102,0.03,0.060000000000000005,28
365,135,27,1361,22,-27,-109,0.03,0.060000000000000005,28
366,140,27,1364,27,-27,-106,0.03,0.060000000000000005,28
367,145,26,1341,32,-28,-129,0.03,0.060000000000000005,28
368,149,24,1327,36,-30,-143,0.03,0.060000000000000005,28
369,151,26,1328,38,-28,-142,0.03,0.060000000000000005,28
370,149,24,1325,36,-30,-145,0.03,0.060000000000000005,28
371,153,29,1324,40,-25,-146,0.03,0.060000000000000005,28
372,156,28,1311,43,-26,-159,0.03,0.060000000000000005,28
373,155,28,1307,42,-26,-163,0.03,0.060000000000000005,28
374,153,27,1290,40,-27,-180,0.03,0.060000000000000005,28
375,151,28,1280,38,-26,-190,0.03,0.060000000000000005,28
376,157,25,1270,44,-29,-200,0.03,0.060000000000000005,28
377,156,28,1257,43,-26,-213,0.03,0.060000000000000005,28
378,158,28,1253,45,-26,-217,0.03,0.060000000000000005,28
379,160,27,1254,47,-27,-216,0.03,0.060000000000000005,28
380,166,26,1265,53,-28,-205,0.03,0.060000000000000005,28
381,168,23,1256,55,-31,-214,0.03,0.060000000000000005,28
382,171,23,1254,58,-31,-216,0.03,0.060000000000000005,28
383,175,23,1250,62,-31,-220,0.03,0.060000000000000005,28
384,180,21,1234,67,-33,-236,0.03,0.060000000000000005,28
385,181,19,1233,68,-35,-237,0.03,0.060000000000000005,28
386,175,22,1228,62,-32,-242,0.03,0.060000000000000005,28
387,171,26,1241,58,-28,-229,0.03,0.060000000000000005,28
388,169,26,1244,56,-28,-226,0.03,0.060000000000000005,28
389,169,26,1232,56,-28,-238,0.03,0.060000000000000005,28
390,170,25,1234,57,-29,-236,0.03,0.060000000000000005,28
391,170,27,1218,57,-27,-252,0.03,0.060000000000000005,28
392,173,28,1201,60,-26,-269,0.03,0.060000000000000005,28
393,172,30,1195,59,-24,-275,0.03,0.060000000000000005,28
394,172,33,1182,59,-21,-288,0.03,0.060000000000000005,28
395,171,33,1185,58,-21,-285,0.03,0.060000000000000005,28
396,174,30,1179,61,-24,-291,0.03,0.060000000000000005,28
397,169,29,1179,56,-25,-291,0.03,0.060000000000000005,28
398,170,32,1175,57,-22,-295,0.03,0.060000000000000005,28
399,170,32,1178,57,-22,-292,0.03,0.060000000000000005,28
400,169,35,1185,-1,3,7,0.03,0.07,28
401,166,38,1181,-4,6,3,0.03,0.07,28
402,159,41,1186,-11,9,8,0.03,0.07,28
403,159,40,1189,-11,8,11,0.03,0.07,28
404,159,37,1193,-11,5,15,0.03,0.07,28
405,162,37,1194,-8,5,16,0.03,0.07,28
406,163,40,1193,-7,8,15,0.03,0.07,28
407,171,38,1198,1,6,20,0.03,0.07,28
408,172,36,1189,2,4,11,0.03,0.07,28
409,173,39,1191,3,7,13,0.03,0.07,28
410,177,38,1188,7,6,10,0.03,0.07,28
411,174,38,1190,4,6,12,0.03,0.07,28
412,173,38,1193,3,6,15,0.03,0.07,28
413,172,40,1187,2,8,9,0.03,0.07,28
414,167,39,1181,-3,7,3,0.03,0.07,28
415,165,41,1177,-5,9,-1,0.03,0.07,28
416,171,42,1184,1,10,6,0.03,0.07,28
417,178,43,1190,8,11,12,0.03,0.07,28
418,178,44,1192,8,12,14,0.03,0.07,28
419,175,46,1209,5,14,31,0.03,0.07,28
420,173,46,1214,3,14,36,0.03,0.07,28
421,177,46,1210,7,14,32,0.03,0.07,28
422,178,47,1214,8,15,36,0.03,0.07,28
423,175,46,1219,5,14,41,0.03,0.07,28
424,172,43,1221,2,11,43,0.03,0.07,28
425,171,52,1212,1,20,34,0.03,0.07,28
426,169,52,1211,-1,20,33,0.03,0.07,28
427,163,57,1213,-7,25,35,0.03,0.07,28
428,160,56,1208,-10,24,30,0.03,0.07,28
429,163,52,1208,-7,20,30,0.03,0.07,28
430,163,54,1213,-7,22,35,0.03,0.07,28
431,159,54,1214,-11,22,36,0.03,0.07,28
432,159,53,1212,-11,21,34,0.03,0.07,28
433,157,50,1209,-13,18,31,0.03,0.07,28
434,162,46,1209,-8,14,31,0.03,0.07,28
435,165,50,1196,-5,18,18,0.03,0.07,28
436,165,54,1197,-5,22,19,0.03,0.07,28
437,166,60,1205,-4,28,27,0.03,0.07,28
438,167,64,1209,-3,32,31,0.03,0.07,28
439,168,63,1206,-2,31,28,0.03,0.07,28
440,168,59,1208,-2,27,30,0.03,0.07,28
441,167,57,1216,-3,25,38,0.03,0.07,28
442,163,56,1218,-7,24,40,0.03,0.07,28
443,159,57,1212,-11,25,34,0.03,0.07,28
444,159,64,1209,-11,32,31,0.03,0.07,28
445,155,62,1214,-15,30,36,0.03,0.07,28
446,154,61,1210,-16,29,32,0.03,0.07,28
447,151,63,1217,-19,31,39,0.03,0.07,28
448,151,65,1227,-19,33,49,0.03,0.07,28
449,149,67,1253,-21,35,75,0.03,0.07,28
450,148,69,1263,-22,37,85,0.03,0.07,28
451,143,75,1277,-27,43,99,0.03,0.07,28
452,142,73,1288,-28,41,110,0.03,0.07,28
453,144,68,1316,-26,36,138,0.03,0.07,28
454,144,70,1320,-26,38,142,0.03,0.07,28
455,146,67,1314,-24,35,136,0.03,0.07,28
456,140,60,1322,-30,28,144,0.03,0.07,28
457,141,61,1332,-29,29,154,0.03,0.07,28
458,144,64,1334,-26,32,156,0.03,0.07,28
459,143,62,1346,-27,30,168,0.03,0.07,28
460,138,60,1362,-32,28,184,0.03,0.07,28
461,139,56,1364,-31,24,186,0.03,0.07,28
462,133,58,1365,-37,26,187,0.03,0.07,28
463,134,58,1371,-36,26,193,0.03,0.07,28
464,131,51,1378,-39,19,200,0.03,0.07,28
465,133,50,1388,-37,18,210,0.03,0.07,28
466,136,48,1394,-34,16,216,0.03,0.07,28
467,139,53,1402,-31,21,224,0.03,0.07,28
468,138,51,1411,-32,19,233,0.03,0.07,28
469,135,50,1415,-35,18,237,0.03,0.07,28
470,137,51,1420,-33,19,242,0.03,0.07,28
471,135,49,1436,-35,17,258,0.03,0.07,28
472,134,46,1445,-36,14,267,0.03,0.07,28
473,135,43,1448,-35,11,270,0.03,0.07,28
474,130,43,1449,-40,11,271,0.03,0.07,28
475,125,44,1445,-45,12,267,0.03,0.07,28
476,124,44,1437,-46,12,259,0.03,0.07,28
477,123,45,1426,-47,13,248,0.03,0.07,28
478,120,46,1439,-50,14,261,0.03,0.07,28
479,115,45,1431,-55,13,253,0.03,0.07,28
480,115,49,1439,-55,17,261,0.03,0.07,28
481,116,48,1438,-54,16,260,0.03,0.07,28
482,117,48,1446,-53,16,268,0.03,0.07,28
483,118,44,1463,-52,12,285,0.03,0.07,28
484,114,43,1474,-56,11,296,0.03,0.07,28
485,114,44,1481,-56,12,303,0.03,0.07,28
486,113,44,1493,-57,12,315,0.03,0.07,28
487,117,42,1489,-53,10,311,0.03,0.07,28
488,118,41,1477,-52,9,299,0.03,0.07,28
489,124,35,1468,-46,3,290,0.03,0.07,28
490,124,30,1459,-46,-2,281,0.03,0.07,28
491,125,28,1455,-45,-4,277,0.03,0.07,28
492,125,29,1451,-45,-3,273,0.03,0.07,28
493,124,26,1441,-46,-6,263,0.03,0.07,28
