,Sheep,Wolves,Grass,SheepChange,WolfChange,GrassChange,SheepRepro,WolfRepro,GrassRegrowth
1016,151,25,1253,5,-4,-73,0.009999999999999997,0.060000000000000005,26
1017,151,24,1253,5,-5,-73,0.009999999999999997,0.060000000000000005,26
1018,150,22,1248,4,-7,-78,0.009999999999999997,0.060000000000000005,26
1019,149,19,1244,3,-10,-82,0.009999999999999997,0.060000000000000005,26
1020,148,19,1257,2,-10,-69,0.009999999999999997,0.060000000000000005,26
1021,147,20,1264,1,-9,-62,0.009999999999999997,0.060000000000000005,26
1022,148,20,1283,2,-9,-43,0.009999999999999997,0.060000000000000005,26
1023,149,19,1278,3,-10,-48,0.009999999999999997,0.060000000000000005,26
1024,153,17,1283,7,-12,-43,0.009999999999999997,0.060000000000000005,26
1025,153,16,1292,7,-13,-34,0.009999999999999997,0.060000000000000005,26
1026,154,15,1288,8,-14,-38,0.009999999999999997,0.060000000000000005,26
1027,153,14,1285,7,-15,-41,0.009999999999999997,0.060000000000000005,26
1028,156,12,1275,10,-17,-51,0.009999999999999997,0.060000000000000005,26
1029,156,12,1275,10,-17,-51,0.009999999999999997,0.060000000000000005,26
1030,156,12,1283,10,-17,-43,0.009999999999999997,0.060000000000000005,26
1031,156,12,1279,10,-17,-47,0.009999999999999997,0.060000000000000005,26
1032,154,12,1276,8,-17,-50,0.009999999999999997,0.060000000000000005,26
1033,156,12,1271,10,-17,-55,0.009999999999999997,0.060000000000000005,26
1034,159,12,1263,13,-17,-63,0.009999999999999997,0.060000000000000005,26
1035,161,12,1249,15,-17,-77,0.009999999999999997,0.060000000000000005,26
1036,161,13,1235,15,-16,-91,0.009999999999999997,0.060000000000000005,26
1037,163,13,1233,17,-16,-93,0.009999999999999997,0.060000000000000005,26
1038,163,14,1233,17,-15,-93,0.009999999999999997,0.060000000000000005,26
1039,163,14,1237,17,-15,-89,0.009999999999999997,0.060000000000000005,26
1040,165,15,1245,19,-14,-81,0.009999999999999997,0.060000000000000005,26
1041,166,13,1251,20,-16,-75,0.009999999999999997,0.060000000000000005,26
1042,167,14,1246,21,-15,-80,0.009999999999999997,0.060000000000000005,26
1043,168,14,1233,22,-15,-93,0.009999999999999997,0.060000000000000005,26
1044,170,12,1241,24,-17,-85,0.009999999999999997,0.060000000000000005,26
1045,170,11,1234,24,-18,-92,0.009999999999999997,0.060000000000000005,26
1046,170,10,1228,24,-19,-98,0.009999999999999997,0.060000000000000005,26
1047,170,10,1213,24,-19,-113,0.009999999999999997,0.060000000000000005,26
1048,171,10,1201,25,-19,-125,0.009999999999999997,0.060000000000000005,26
1049,172,9,1208,26,-20,-118,0.009999999999999997,0.060000000000000005,26
1050,173,9,1197,27,-20,-129,0.009999999999999997,0.060000000000000005,26
1051,178,8,1190,32,-21,-136,0.009999999999999997,0.060000000000000005,26
1052,179,7,1182,33,-22,-144,0.009999999999999997,0.060000000000000005,26
1053,179,7,1180,33,-22,-146,0.009999999999999997,0.060000000000000005,26
1054,185,8,1190,39,-21,-136,0.009999999999999997,0.060000000000000005,26
1055,184,8,1196,38,-21,-130,0.009999999999999997,0.060000000000000005,26
1056,183,11,1181,37,-18,-145,0.009999999999999997,0.060000000000000005,26
1057,184,13,1182,38,-16,-144,0.009999999999999997,0.060000000000000005,26
1058,182,14,1181,36,-15,-145,0.009999999999999997,0.060000000000000005,26
1059,183,14,1166,37,-15,-160,0.009999999999999997,0.060000000000000005,26
1060,183,18,1167,37,-11,-159,0.009999999999999997,0.060000000000000005,26
1061,184,19,1157,38,-10,-169,0.009999999999999997,0.060000000000000005,26
1062,183,19,1156,37,-10,-170,0.009999999999999997,0.060000000000000005,26
1063,180,21,1157,34,-8,-169,0.009999999999999997,0.060000000000000005,26
1064,180,19,1151,34,-10,-175,0.009999999999999997,0.060000000000000005,26
1065,181,18,1140,35,-11,-186,0.009999999999999997,0.060000000000000005,26
1066,186,16,1135,40,-13,-191,0.009999999999999997,0.060000000000000005,26
1067,186,17,1123,40,-12,-203,0.009999999999999997,0.060000000000000005,26
1068,186,15,1117,40,-14,-209,0.009999999999999997,0.060000000000000005,26
1069,187,14,1110,41,-15,-216,0.009999999999999997,0.060000000000000005,26
1070,187,15,1102,41,-14,-224,0.009999999999999997,0.060000000000000005,26
1071,187,16,1094,41,-13,-232,0.009999999999999997,0.060000000000000005,26
1072,188,16,1095,42,-13,-231,0.009999999999999997,0.060000000000000005,26
1073,189,16,1097,43,-13,-229,0.009999999999999997,0.060000000000000005,26
1074,182,17,1094,36,-12,-232,0.009999999999999997,0.060000000000000005,26
1075,180,18,1101,34,-11,-225,0.009999999999999997,0.060000000000000005,26
1076,179,21,1114,33,-8,-212,0.009999999999999997,0.060000000000000005,26
1077,178,24,1108,32,-5,-218,0.009999999999999997,0.060000000000000005,26
1078,179,27,1107,33,-2,-219,0.009999999999999997,0.060000000000000005,26
1079,181,26,1108,35,-3,-218,0.009999999999999997,0.060000000000000005,26
1080,181,24,1107,35,-5,-219,0.009999999999999997,0.060000000000000005,26
1081,181,25,1104,35,-4,-222,0.009999999999999997,0.060000000000000005,26
1082,181,25,1118,35,-4,-208,0.009999999999999997,0.060000000000000005,26
1083,178,24,1118,32,-5,-208,0.009999999999999997,0.060000000000000005,26
1084,182,23,1119,36,-6,-207,0.009999999999999997,0.060000000000000005,26
1085,179,23,1139,33,-6,-187,0.009999999999999997,0.060000000000000005,26
1086,176,24,1126,30,-5,-200,0.009999999999999997,0.060000000000000005,26
1087,178,25,1144,32,-4,-182,0.009999999999999997,0.060000000000000005,26
1088,181,26,1139,35,-3,-187,0.009999999999999997,0.060000000000000005,26
1089,180,27,1145,34,-2,-181,0.009999999999999997,0.060000000000000005,26
1090,177,26,1153,31,-3,-173,0.009999999999999997,0.060000000000000005,26
1091,178,28,1154,32,-1,-172,0.009999999999999997,0.060000000000000005,26
1092,177,28,1150,31,-1,-176,0.009999999999999997,0.060000000000000005,26
1093,175,29,1144,29,0,-182,0.009999999999999997,0.060000000000000005,26
1094,177,27,1153,31,-2,-173,0.009999999999999997,0.060000000000000005,26
1095,178,28,1169,32,-1,-157,0.009999999999999997,0.060000000000000005,26
1096,179,29,1187,33,0,-139,0.009999999999999997,0.060000000000000005,26
1097,180,31,1184,34,2,-142,0.009999999999999997,0.060000000000000005,26
1098,181,33,1176,35,4,-150,0.009999999999999997,0.060000000000000005,26
1099,181,31,1173,35,2,-153,0.009999999999999997,0.060000000000000005,26
1100,179,31,1168,-2,0,-5,0.009999999999999997,0.07,26
1101,179,34,1155,-2,3,-18,0.009999999999999997,0.07,26
1102,182,33,1135,1,2,-38,0.009999999999999997,0.07,26
1103,180,38,1145,-1,7,-28,0.009999999999999997,0.07,26
1104,180,42,1155,-1,11,-18,0.009999999999999997,0.07,26
1105,183,43,1148,2,12,-25,0.009999999999999997,0.07,26
1106,183,44,1146,2,13,-27,0.009999999999999997,0.07,26
1107,182,42,1149,1,11,-24,0.009999999999999997,0.07,26
1108,179,42,1147,-2,11,-26,0.009999999999999997,0.07,26
1109,174,42,1146,-7,11,-27,0.009999999999999997,0.07,26
1110,172,42,1141,-9,11,-32,0.009999999999999997,0.07,26
1111,173,39,1141,-8,8,-32,0.009999999999999997,0.07,26
1112,177,39,1159,-4,8,-14,0.009999999999999997,0.07,26
1113,175,38,1148,-6,7,-25,0.009999999999999997,0.07,26
1114,176,36,1151,-5,5,-22,0.009999999999999997,0.07,26
1115,176,37,1123,-5,6,-50,0.009999999999999997,0.07,26
1116,177,40,1122,-4,9,-51,0.009999999999999997,0.07,26
1117,176,40,1130,-5,9,-43,0.009999999999999997,0.07,26
1118,175,40,1125,-6,9,-48,0.009999999999999997,0.07,26
1119,176,41,1143,-5,10,-30,0.009999999999999997,0.07,26
1120,176,41,1135,-5,10,-38,0.009999999999999997,0.07,26
1121,172,43,1128,-9,12,-45,0.009999999999999997,0.07,26
1122,169,46,1119,-12,15,-54,0.009999999999999997,0.07,26
1123,172,51,1127,-9,20,-46,0.009999999999999997,0.07,26
1124,166,54,1135,-15,23,-38,0.009999999999999997,0.07,26
1125,163,52,1150,-18,21,-23,0.009999999999999997,0.07,26
1126,162,50,1162,-19,19,-11,0.009999999999999997,0.07,26
1127,160,50,1169,-21,19,-4,0.009999999999999997,0.07,26
1128,160,48,1194,-21,17,21,0.009999999999999997,0.07,26
1129,160,50,1199,-21,19,26,0.009999999999999997,0.07,26
1130,159,55,1202,-22,24,29,0.009999999999999997,0.07,26
1131,158,58,1223,-23,27,50,0.009999999999999997,0.07,26
1132,156,66,1240,-25,35,67,0.009999999999999997,0.07,26
1133,156,66,1245,-25,35,72,0.009999999999999997,0.07,26
1134,152,70,1242,-29,39,69,0.009999999999999997,0.07,26
1135,149,72,1245,-32,41,72,0.009999999999999997,0.07,26
1136,146,71,1238,-35,40,65,0.009999999999999997,0.07,26
1137,143,71,1234,-38,40,61,0.009999999999999997,0.07,26
1138,144,68,1237,-37,37,64,0.009999999999999997,0.07,26
1139,143,69,1245,-38,38,72,0.009999999999999997,0.07,26
1140,141,69,1261,-40,38,88,0.009999999999999997,0.07,26
1141,142,68,1283,-39,37,110,0.009999999999999997,0.07,26
1142,144,66,1287,-37,35,114,0.009999999999999997,0.07,26
1143,142,64,1284,-39,33,111,0.009999999999999997,0.07,26
1144,142,65,1315,-39,34,142,0.009999999999999997,0.07,26
1145,142,65,1328,-39,34,155,0.009999999999999997,0.07,26
1146,141,65,1347,-40,34,174,0.009999999999999997,0.07,26
1147,142,61,1364,-39,30,191,0.009999999999999997,0.07,26
1148,141,59,1366,-40,28,193,0.009999999999999997,0.07,26
1149,143,60,1368,-38,29,195,0.009999999999999997,0.07,26
1150,142,64,1378,-39,33,205,0.009999999999999997,0.07,26
1151,142,62,1383,-39,31,210,0.009999999999999997,0.07,26
1152,142,61,1384,-39,30,211,0.009999999999999997,0.07,26
1153,142,61,1398,-39,30,225,0.009999999999999997,0.07,26
1154,143,63,1396,-38,32,223,0.009999999999999997,0.07,26
1155,142,64,1401,-39,33,228,0.009999999999999997,0.07,26
1156,138,62,1404,-43,31,231,0.009999999999999997,0.07,26
1157,138,61,1392,-43,30,219,0.009999999999999997,0.07,26
1158,140,61,1386,-41,30,213,0.009999999999999997,0.07,26
1159,139,60,1392,-42,29,219,0.009999999999999997,0.07,26
1160,141,57,1402,-40,26,229,0.009999999999999997,0.07,26
1161,139,55,1410,-42,24,237,0.009999999999999997,0.07,26
1162,139,51,1427,-42,20,254,0.009999999999999997,0.07,26
1163,138,52,1436,-43,21,263,0.009999999999999997,0.07,26
1164,136,52,1439,-45,21,266,0.009999999999999997,0.07,26
1165,136,51,1449,-45,20,276,0.009999999999999997,0.07,26
1166,135,45,1448,-46,14,275,0.009999999999999997,0.07,26
1167,133,44,1446,-48,13,273,0.009999999999999997,0.07,26
1168,131,45,1446,-50,14,273,0.009999999999999997,0.07,26
1169,132,43,1464,-49,12,291,0.009999999999999997,0.07,26
1170,131,44,1451,-50,13,278,0.009999999999999997,0.07,26
1171,133,44,1449,-48,13,276,0.009999999999999997,0.07,26
1172,132,48,1442,-49,17,269,0.009999999999999997,0.07,26
1173,132,51,1440,-49,20,267,0.009999999999999997,0.07,26
1174,132,51,1452,-49,20,279,0.009999999999999997,0.07,26
1175,131,55,1466,-50,24,293,0.009999999999999997,0.07,26
1176,129,54,1455,-52,23,282,0.009999999999999997,0.07,26
1177,129,50,1450,-52,19,277,0.009999999999999997,0.07,26
1178,126,49,1456,-55,18,283,0.009999999999999997,0.07,26
1179,127,47,1449,-54,16,276,0.009999999999999997,0.07,26
1180,128,45,1450,-53,14,277,0.009999999999999997,0.07,26
1181,127,45,1447,-54,14,274,0.009999999999999997,0.07,26
1182,126,48,1454,-55,17,281,0.009999999999999997,0.07,26
1183,124,49,1468,-57,18,295,0.009999999999999997,0.07,26
1184,124,48,1467,-57,17,294,0.009999999999999997,0.07,26
1185,123,44,1468,-58,13,295,0.009999999999999997,0.07,26
1186,123,44,1467,-58,13,294,0.009999999999999997,0.07,26
1187,123,45,1477,-58,14,304,0.009999999999999997,0.07,26
1188,121,45,1477,-60,14,304,0.009999999999999997,0.07,26
1189,118,43,1474,-63,12,301,0.009999999999999997,0.07,26
1190,118,42,1477,-63,11,304,0.009999999999999997,0.07,26
1191,117,45,1475,-64,14,302,0.009999999999999997,0.07,26
1192,113,46,1479,-68,15,306,0.009999999999999997,0.07,26
1193,113,44,1498,-68,13,325,0.009999999999999997,0.07,26
1194,113,39,1508,-68,8,335,0.009999999999999997,0.07,26
1195,114,39,1500,-67,8,327,0.009999999999999997,0.07,26
1196,114,34,1501,-67,3,328,0.009999999999999997,0.07,26
1197,114,31,1498,-67,0,325,0.009999999999999997,0.07,26
1198,113,32,1510,-68,1,337,0.009999999999999997,0.07,26
1199,114,34,1504,-67,3,331,0.009999999999999997,0.07,26
1200,116,36,1506,2,2,2,0.009999999999999997,0.07,26
1201,120,34,1505,6,0,1,0.009999999999999997,0.07,26
1202,117,35,1508,3,1,4,0.009999999999999997,0.07,26
1203,119,31,1510,5,-3,6,0.009999999999999997,0.07,26
1204,120,31,1517,6,-3,13,0.009999999999999997,0.07,26
1205,119,28,1519,5,-6,15,0.009999999999999997,0.07,26
1206,118,28,1522,4,-6,18,0.009999999999999997,0.07,26
1207,117,29,1526,3,-5,22,0.009999999999999997,0.07,26
1208,116,30,1516,2,-4,12,0.009999999999999997,0.07,26
1209,116,28,1522,2,-6,18,0.009999999999999997,0.07,26
1210,116,29,1522,2,-5,18,0.009999999999999997,0.07,26
1211,115,29,1523,1,-5,19,0.009999999999999997,0.07,26
1212,114,29,1521,0,-5,17,0.009999999999999997,0.07,26
1213,112,31,1518,-2,-3,14,0.009999999999999997,0.07,26
1214,113,31,1522,-1,-3,18,0.009999999999999997,0.07,26
1215,116,34,1528,2,0,24,0.009999999999999997,0.07,26
1216,113,36,1520,-1,2,16,0.009999999999999997,0.07,26
1217,114,38,1529,0,4,25,0.009999999999999997,0.07,26
1218,114,34,1527,0,0,23,0.009999999999999997,0.07,26
1219,113,34,1513,-1,0,9,0.009999999999999997,0.07,26
1220,114,32,1500,0,-2,-4,0.009999999999999997,0.07,26
1221,115,30,1499,1,-4,-5,0.009999999999999997,0.07,26
1222,115,32,1502,1,-2,-2,0.009999999999999997,0.07,26
1223,116,28,1500,2,-6,-4,0.009999999999999997,0.07,26
1224,114,26,1497,0,-8,-7,0.009999999999999997,0.07,26
1225,114,24,1506,0,-10,2,0.009999999999999997,0.07,26
1226,110,24,1499,-4,-10,-5,0.009999999999999997,0.07,26
1227,109,22,1491,-5,-12,-13,0.009999999999999997,0.07,26
1228,111,22,1500,-3,-12,-4,0.009999999999999997,0.07,26
1229,110,23,1501,-4,-11,-3,0.009999999999999997,0.07,26
1230,109,24,1488,-5,-10,-16,0.009999999999999997,0.07,26
1231,111,22,1481,-3,-12,-23,0.009999999999999997,0.07,26
1232,113,22,1467,-1,-12,-37,0.009999999999999997,0.07,26
1233,115,23,1458,1,-11,-46,0.009999999999999997,0.07,26
1234,117,22,1458,3,-12,-46,0.009999999999999997,0.07,26
1235,117,22,1441,3,-12,-63,0.009999999999999997,0.07,26
1236,118,23,1440,4,-11,-64,0.009999999999999997,0.07,26
1237,118,24,1432,4,-10,-72,0.009999999999999997,0.07,26
1238,119,25,1429,5,-9,-75,0.009999999999999997,0.07,26
1239,118,27,1425,4,-7,-79,0.009999999999999997,0.07,26
1240,118,25,1420,4,-9,-84,0.009999999999999997,0.07,26
1241,120,25,1419,6,-9,-85,0.009999999999999997,0.07,26
1242,121,24,1432,7,-10,-72,0.009999999999999997,0.07,26
1243,122,23,1428,8,-11,-76,0.009999999999999997,0.07,26
1244,122,23,1425,8,-11,-79,0.009999999999999997,0.07,26
1245,124,20,1427,10,-14,-77,0.009999999999999997,0.07,26
1246,123,18,1433,9,-16,-71,0.009999999999999997,0.07,26
1247,124,18,1429,10,-16,-75,0.009999999999999997,0.07,26
1248,123,18,1433,9,-16,-71,0.009999999999999997,0.07,26
1249,125,17,1435,11,-17,-69,0.009999999999999997,0.07,26
1250,127,15,1421,13,-19,-83,0.009999999999999997,0.07,26
1251,127,13,1423,13,-21,-81,0.009999999999999997,0.07,26
1252,126,12,1412,12,-22,-92,0.009999999999999997,0.07,26
1253,124,12,1415,10,-22,-89,0.009999999999999997,0.07,26
1254,124,14,1404,10,-20,-100,0.009999999999999997,0.07,26
1255,124,15,1396,10,-19,-108,0.009999999999999997,0.07,26
1256,125,15,1391,11,-19,-113,0.009999999999999997,0.07,26
1257,126,15,1396,12,-19,-108,0.009999999999999997,0.07,26
1258,127,15,1410,13,-19,-94,0.009999999999999997,0.07,26
1259,127,14,1405,13,-20,-99,0.009999999999999997,0.07,26
1260,128,16,1394,14,-18,-110,0.009999999999999997,0.07,26
1261,128,17,1394,14,-17,-110,0.009999999999999997,0.07,26
1262,129,18,1403,15,-16,-101,0.009999999999999997,0.07,26
1263,128,18,1398,14,-16,-106,0.009999999999999997,0.07,26
1264,128,19,1400,14,-15,-104,0.009999999999999997,0.07,26
1265,131,20,1390,17,-14,-114,0.009999999999999997,0.07,26
1266,132,19,1378,18,-15,-126,0.009999999999999997,0.07,26
1267,134,17,1368,20,-17,-136,0.009999999999999997,0.07,26
1268,134,18,1359,20,-16,-145,0.009999999999999997,0.07,26
1269,135,21,1349,21,-13,-155,0.009999999999999997,0.07,26
1270,136,21,1343,22,-13,-161,0.009999999999999997,0.07,26
1271,139,20,1341,25,-14,-163,0.009999999999999997,0.07,26
1272,137,19,1343,23,-15,-161,0.009999999999999997,0.07,26
1273,140,18,1347,26,-16,-157,0.009999999999999997,0.07,26
1274,140,19,1333,26,-15,-171,0.009999999999999997,0.07,26
1275,140,20,1322,26,-14,-182,0.009999999999999997,0.07,26
1276,140,21,1314,26,-13,-190,0.009999999999999997,0.07,26
1277,141,19,1299,27,-15,-205,0.009999999999999997,0.07,26
1278,141,17,1301,27,-17,-203,0.009999999999999997,0.07,26
1279,140,15,1294,26,-19,-210,0.009999999999999997,0.07,26
1280,141,15,1288,27,-19,-216,0.009999999999999997,0.07,26
1281,140,15,1303,26,-19,-201,0.009999999999999997,0.07,26
1282,143,15,1308,29,-19,-196,0.009999999999999997,0.07,26
1283,141,15,1293,27,-19,-211,0.009999999999999997,0.07,26
1284,141,15,1284,27,-19,-220,0.009999999999999997,0.07,26
1285,140,14,1289,26,-20,-215,0.009999999999999997,0.07,26
1286,141,14,1292,27,-20,-212,0.009999999999999997,0.07,26
1287,141,14,1290,27,-20,-214,0.009999999999999997,0.07,26
1288,142,13,1278,28,-21,-226,0.009999999999999997,0.07,26
1289,141,13,1293,27,-21,-211,0.009999999999999997,0.07,26
1290,144,12,1287,30,-22,-217,0.009999999999999997,0.07,26
1291,142,11,1285,28,-23,-219,0.009999999999999997,0.07,26
1292,143,10,1282,29,-24,-222,0.009999999999999997,0.07,26
1293,142,11,1281,28,-23,-223,0.009999999999999997,0.07,26
1294,142,12,1283,28,-22,-221,0.009999999999999997,0.07,26
1295,141,12,1293,27,-22,-211,0.009999999999999997,0.07,26
1296,143,13,1306,29,-21,-198,0.009999999999999997,0.07,26
1297,143,15,1301,29,-19,-203,0.009999999999999997,0.07,26
1298,148,16,1287,34,-18,-217,0.009999999999999997,0.07,26
1299,148,15,1291,34,-19,-213,0.009999999999999997,0.07,26
1300,152,13,1301,4,-2,10,0.009999999999999997,0.07,26
1301,155,14,1304,7,-1,13,0.009999999999999997,0.07,26
1302,154,13,1315,6,-2,24,0.009999999999999997,0.07,26
1303,155,16,1312,7,1,21,0.009999999999999997,0.07,26
1304,155,17,1316,7,2,25,0.009999999999999997,0.07,26
1305,157,19,1313,9,4,22,0.009999999999999997,0.07,26
1306,157,19,1316,9,4,25,0.009999999999999997,0.07,26
1307,157,18,1302,9,3,11,0.009999999999999997,0.07,26
1308,158,16,1288,10,1,-3,0.009999999999999997,0.07,26
1309,156,17,1312,8,2,21,0.009999999999999997,0.07,26
1310,158,17,1313,10,2,22,0.009999999999999997,0.07,26
1311,158,18,1309,10,3,18,0.009999999999999997,0.07,26
1312,159,20,1311,11,5,20,0.009999999999999997,0.07,26
1313,159,22,1310,11,7,19,0.009999999999999997,0.07,26
1314,162,23,1310,14,8,19,0.009999999999999997,0.07,26
1315,164,28,1286,16,13,-5,0.009999999999999997,0.07,26
1316,163,28,1288,15,13,-3,0.009999999999999997,0.07,26
1317,162,29,1293,14,14,2,0.009999999999999997,0.07,26
1318,167,31,1292,19,16,1,0.009999999999999997,0.07,26
1319,166,28,1283,18,13,-8,0.009999999999999997,0.07,26
1320,166,26,1273,18,11,-18,0.009999999999999997,0.07,26
1321,164,22,1253,16,7,-38,0.009999999999999997,0.07,26
1322,166,19,1244,18,4,-47,0.009999999999999997,0.07,26
1323,164,18,1239,16,3,-52,0.009999999999999997,0.07,26
1324,163,21,1245,15,6,-46,0.009999999999999997,0.07,26
1325,164,24,1236,16,9,-55,0.009999999999999997,0.07,26
1326,166,29,1221,18,14,-70,0.009999999999999997,0.07,26
1327,167,33,1214,19,18,-77,0.009999999999999997,0.07,26
1328,170,32,1219,22,17,-72,0.009999999999999997,0.07,26
1329,170,30,1225,22,15,-66,0.009999999999999997,0.07,26
1330,173,30,1214,25,15,-77,0.009999999999999997,0.07,26
1331,173,31,1217,25,16,-74,0.009999999999999997,0.07,26
1332,173,32,1212,25,17,-79,0.009999999999999997,0.07,26
1333,173,33,1203,25,18,-88,0.009999999999999997,0.07,26
1334,171,34,1220,23,19,-71,0.009999999999999997,0.07,26
1335,173,32,1190,25,17,-101,0.009999999999999997,0.07,26
1336,174,27,1190,26,12,-101,0.009999999999999997,0.07,26
1337,171,26,1195,23,11,-96,0.009999999999999997,0.07,26
1338,169,25,1192,21,10,-99,0.009999999999999997,0.07,26
1339,167,22,1192,19,7,-99,0.009999999999999997,0.07,26
1340,167,21,1190,19,6,-101,0.009999999999999997,0.07,26
1341,169,18,1198,21,3,-93,0.009999999999999997,0.07,26
1342,171,15,1193,23,0,-98,0.009999999999999997,0.07,26
1343,171,17,1190,23,2,-101,0.009999999999999997,0.07,26
1344,169,22,1198,21,7,-93,0.009999999999999997,0.07,26
1345,171,22,1211,23,7,-80,0.009999999999999997,0.07,26
1346,172,24,1212,24,9,-79,0.009999999999999997,0.07,26
1347,172,25,1211,24,10,-80,0.009999999999999997,0.07,26
1348,172,27,1209,24,12,-82,0.009999999999999997,0.07,26
1349,172,32,1208,24,17,-83,0.009999999999999997,0.07,26
1350,170,33,1207,22,18,-84,0.009999999999999997,0.07,26
1351,169,32,1197,21,17,-94,0.009999999999999997,0.07,26
1352,169,30,1201,21,15,-90,0.009999999999999997,0.07,26
1353,171,28,1212,23,13,-79,0.009999999999999997,0.07,26
1354,173,31,1205,25,16,-86,0.009999999999999997,0.07,26
1355,177,32,1204,29,17,-87,0.009999999999999997,0.07,26
1356,175,31,1210,27,16,-81,0.009999999999999997,0.07,26
1357,173,30,1213,25,15,-78,0.009999999999999997,0.07,26
1358,171,32,1219,23,17,-72,0.009999999999999997,0.07,26
1359,170,29,1221,22,14,-70,0.009999999999999997,0.07,26
1360,169,28,1215,21,13,-76,0.009999999999999997,0.07,26
1361,165,28,1243,17,13,-48,0.009999999999999997,0.07,26
1362,168,29,1241,20,14,-50,0.009999999999999997,0.07,26
1363,168,27,1238,20,12,-53,0.009999999999999997,0.07,26
1364,166,25,1238,18,10,-53,0.009999999999999997,0.07,26
1365,165,24,1237,17,9,-54,0.009999999999999997,0.07,26
1366,163,26,1246,15,11,-45,0.009999999999999997,0.07,26
1367,160,29,1249,12,14,-42,0.009999999999999997,0.07,26
1368,156,28,1252,8,13,-39,0.009999999999999997,0.07,26
1369,157,28,1242,9,13,-49,0.009999999999999997,0.07,26
1370,157,28,1234,9,13,-57,0.009999999999999997,0.07,26
1371,157,27,1231,9,12,-60,0.009999999999999997,0.07,26
1372,157,27,1228,9,12,-63,0.009999999999999997,0.07,26
1373,158,28,1233,10,13,-58,0.009999999999999997,0.07,26
1374,158,30,1236,10,15,-55,0.009999999999999997,0.07,26
1375,157,33,1245,9,18,-46,0.009999999999999997,0.07,26
1376,155,31,1245,7,16,-46,0.009999999999999997,0.07,26
1377,156,34,1257,8,19,-34,0.009999999999999997,0.07,26
1378,154,34,1253,6,19,-38,0.009999999999999997,0.07,26
1379,151,36,1243,3,21,-48,0.009999999999999997,0.07,26
1380,150,37,1251,2,22,-40,0.009999999999999997,0.07,26
1381,151,38,1262,3,23,-29,0.009999999999999997,0.07,26
1382,152,38,1261,4,23,-30,0.009999999999999997,0.07,26
1383,149,36,1259,1,21,-32,0.009999999999999997,0.07,26
1384,149,36,1262,1,21,-29,0.009999999999999997,0.07,26
1385,147,38,1271,-1,23,-20,0.009999999999999997,0.07,26
1386,151,37,1280,3,22,-11,0.009999999999999997,0.07,26
1387,150,36,1273,2,21,-18,0.009999999999999997,0.07,26
1388,150,35,1271,2,20,-20,0.009999999999999997,0.07,26
1389,150,37,1274,2,22,-17,0.009999999999999997,0.07,26
1390,143,36,1293,-5,21,2,0.009999999999999997,0.07,26
1391,141,34,1304,-7,19,13,0.009999999999999997,0.07,26
1392,141,37,1305,-7,22,14,0.009999999999999997,0.07,26
1393,141,38,1317,-7,23,26,0.009999999999999997,0.07,26
1394,139,42,1330,-9,27,39,0.009999999999999997,0.07,26
1395,138,40,1336,-10,25,45,0.009999999999999997,0.07,26
1396,132,41,1354,-16,26,63,0.009999999999999997,0.07,26
1397,130,42,1357,-18,27,66,0.009999999999999997,0.07,26
1398,131,43,1364,-17,28,73,0.009999999999999997,0.07,26
1399,128,42,1375,-20,27,84,0.009999999999999997,0.07,26
1400,128,40,1380,0,-2,5,0.009999999999999997,0.08,26
1401,128,42,1390,0,0,15,0.009999999999999997,0.08,26
1402,127,42,1396,-1,0,21,0.009999999999999997,0.08,26
1403,128,43,1388,0,1,13,0.009999999999999997,0.08,26
1404,128,42,1403,0,0,28,0.009999999999999997,0.08,26
1405,127,41,1408,-1,-1,33,0.009999999999999997,0.08,26
1406,127,43,1403,-1,1,28,0.009999999999999997,0.08,26
1407,124,45,1405,-4,3,30,0.009999999999999997,0.08,26
1408,124,47,1414,-4,5,39,0.009999999999999997,0.08,26
1409,124,46,1424,-4,4,49,0.009999999999999997,0.08,26
1410,121,46,1424,-7,4,49,0.009999999999999997,0.08,26
1411,122,47,1426,-6,5,51,0.009999999999999997,0.08,26
1412,121,46,1425,-7,4,50,0.009999999999999997,0.08,26
1413,121,46,1427,-7,4,52,0.009999999999999997,0.08,26
1414,123,50,1439,-5,8,64,0.009999999999999997,0.08,26
1415,121,54,1446,-7,12,71,0.009999999999999997,0.08,26
1416,121,55,1442,-7,13,67,0.009999999999999997,0.08,26
1417,120,52,1443,-8,10,68,0.009999999999999997,0.08,26
1418,118,50,1448,-10,8,73,0.009999999999999997,0.08,26
1419,116,50,1452,-12,8,77,0.009999999999999997,0.08,26
1420,113,54,1448,-15,12,73,0.009999999999999997,0.08,26
1421,113,48,1458,-15,6,83,0.009999999999999997,0.08,26
1422,111,47,1464,-17,5,89,0.009999999999999997,0.08,26
1423,110,45,1471,-18,3,96,0.009999999999999997,0.08,26
1424,111,45,1477,-17,3,102,0.009999999999999997,0.08,26
1425,117,45,1473,-11,3,98,0.009999999999999997,0.08,26
1426,116,49,1482,-12,7,107,0.009999999999999997,0.08,26
1427,115,49,1483,-13,7,108,0.009999999999999997,0.08,26
1428,114,50,1479,-14,8,104,0.009999999999999997,0.08,26
1429,115,52,1486,-13,10,111,0.009999999999999997,0.08,26
1430,114,45,1487,-14,3,112,0.009999999999999997,0.08,26
1431,112,45,1495,-16,3,120,0.009999999999999997,0.08,26
1432,113,47,1501,-15,5,126,0.009999999999999997,0.08,26
